tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve										tramstop	totalArriving	totalLeaving	totalArrMorning	totalLeaveMorning	totalArrEve	totalLeaveEve	maxQueueLength	time	maxWaitingTime	time	averageWaitTime	maxTramDelay	averageTramDelay/total	averageTramDelay/delayed	fractionOfRunsDelayed	passengersNotArrived
																0	16	177	3	114	9	17	3	702,0401841	8,165006447	349,0666667	6,233561882	204,9158674	2,521032866	9,868042931	0,255474453	0
																0	16	177	3	114	9	17	3	702,0401841	8,165006447	349,0666667	6,233561882	204,9158674	2,521032866	9,868042931	0,255474453	0
																0	22	217	1	146	12	13	2	613,6	10,3296762	732,6666667	6,543278276	168,7115889	4,419727177	11,00913861	0,401459854	0
																0	22	217	1	146	12	13	2	613,6	10,3296762	732,6666667	6,543278276	168,7115889	4,419727177	11,00913861	0,401459854	0
																0	22	217	1	146	12	13	2	613,6	10,3296762	732,6666667	6,543278276	168,7115889	4,419727177	11,00913861	0,401459854	0
																0	9	165	1	114	5	13	1	77,4	7,571799518	795,9303666	7,00853107	756,5313417	2,097032976	11,04975068	0,189781022	0
																0	9	165	1	114	5	13	1	77,4	7,571799518	795,9303666	7,00853107	756,5313417	2,097032976	11,04975068	0,189781022	0
																0	9	165	1	114	5	13	1	77,4	7,571799518	795,9303666	7,00853107	756,5313417	2,097032976	11,04975068	0,189781022	0
																0	14	178	0	117	8	17	1	187,3910625	13,96151924	205,511307	4,834052704	411,8666667	1,747205837	7,253551504	0,240875912	0
																0	14	178	0	117	8	17	1	187,3910625	13,96151924	205,511307	4,834052704	411,8666667	1,747205837	7,253551504	0,240875912	0
																0	14	178	0	117	8	17	1	187,3910625	13,96151924	205,511307	4,834052704	411,8666667	1,747205837	7,253551504	0,240875912	0
																0	13	182	0	132	7	10	1	281,8666667	6,566160583	475,0666667	7,85001768	512,6666667	1,471452686	8,399542414	0,175182482	0
																0	13	182	0	132	7	10	1	281,8666667	6,566160583	475,0666667	7,85001768	512,6666667	1,471452686	8,399542414	0,175182482	0
																0	13	182	0	132	7	10	1	281,8666667	6,566160583	475,0666667	7,85001768	512,6666667	1,471452686	8,399542414	0,175182482	0
																0	12	183	0	137	8	14	3	681,2666667	7,643962731	681,2666667	7,248901144	746,9998594	4,161805149	10,18155902	0,408759124	0
																0	12	183	0	137	8	14	3	681,2666667	7,643962731	681,2666667	7,248901144	746,9998594	4,161805149	10,18155902	0,408759124	0
																0	12	183	0	137	8	14	3	681,2666667	7,643962731	681,2666667	7,248901144	746,9998594	4,161805149	10,18155902	0,408759124	0
																0	13	162	2	96	8	20	1	8,4	4,884418877	235,8654708	4,527942235	182,127127	2,624370571	8,171335642	0,321167883	0
																0	13	162	2	96	8	20	1	8,4	4,884418877	235,8654708	4,527942235	182,127127	2,624370571	8,171335642	0,321167883	0
																0	13	162	2	96	8	20	1	8,4	4,884418877	235,8654708	4,527942235	182,127127	2,624370571	8,171335642	0,321167883	0
																0	23	190	1	146	12	12	3	634,6	10,58348362	416,2666667	8,09952658	412,8666667	1,690120886	7,016562464	0,240875912	0
																0	23	190	1	146	12	12	3	634,6	10,58348362	416,2666667	8,09952658	412,8666667	1,690120886	7,016562464	0,240875912	0
																0	23	190	1	146	12	12	3	634,6	10,58348362	416,2666667	8,09952658	412,8666667	1,690120886	7,016562464	0,240875912	0
																0	11	165	1	104	5	13	2	673,5451313	7,56623602	55,52175324	4,930052568	411,8666667	2,21266786	9,472984277	0,233576642	0
																0	11	165	1	104	5	13	2	673,5451313	7,56623602	55,52175324	4,930052568	411,8666667	2,21266786	9,472984277	0,233576642	0
																0	11	165	1	104	5	13	2	673,5451313	7,56623602	55,52175324	4,930052568	411,8666667	2,21266786	9,472984277	0,233576642	0
																0	13	167	0	111	3	10	2	667,2666667	19,85236077	313,7274666	9,62461519	513,6666667	2,76665504	8,814691638	0,313868613	0
																0	13	167	0	111	3	10	2	667,2666667	19,85236077	313,7274666	9,62461519	513,6666667	2,76665504	8,814691638	0,313868613	0
																0	13	167	0	111	3	10	2	667,2666667	19,85236077	313,7274666	9,62461519	513,6666667	2,76665504	8,814691638	0,313868613	0
																0	21	193	2	110	12	19	2	681,2666667	8,207472773	681,2666667	7,177137987	238,335059	3,390439729	10,55659643	0,321167883	0
																0	21	193	2	110	12	19	2	681,2666667	8,207472773	681,2666667	7,177137987	238,335059	3,390439729	10,55659643	0,321167883	0
																0	21	193	2	110	12	19	2	681,2666667	8,207472773	681,2666667	7,177137987	238,335059	3,390439729	10,55659643	0,321167883	0
																0	10	216	0	147	5	15	1	0	3,353469976	391,0666667	6,276780697	783,6115223	1,715953926	6,35366724	0,270072993	0
																0	10	216	0	147	5	15	1	0	3,353469976	391,0666667	6,276780697	783,6115223	1,715953926	6,35366724	0,270072993	0
																0	10	216	0	147	5	15	1	0	3,353469976	391,0666667	6,276780697	783,6115223	1,715953926	6,35366724	0,270072993	0
																0	13	180	0	100	6	22	2	239,8666667	9,171493227	239,8666667	10,47622989	564,0666667	3,024969643	8,633767522	0,350364964	0
																0	13	180	0	100	6	22	2	239,8666667	9,171493227	239,8666667	10,47622989	564,0666667	3,024969643	8,633767522	0,350364964	0
																0	13	180	0	100	6	22	2	239,8666667	9,171493227	239,8666667	10,47622989	564,0666667	3,024969643	8,633767522	0,350364964	0
																0	18	166	3	108	8	11	2	695,2666667	4,27043055	59,73333333	6,612320984	354,0666667	1,271034484	5,276718917	0,240875912	0
																0	18	166	3	108	8	11	2	695,2666667	4,27043055	59,73333333	6,612320984	354,0666667	1,271034484	5,276718917	0,240875912	0
																0	18	166	3	108	8	11	2	695,2666667	4,27043055	59,73333333	6,612320984	354,0666667	1,271034484	5,276718917	0,240875912	0
																0	13	162	0	97	7	13	1	267,9583435	9,663002755	732,6666667	5,916524638	181,3197805	3,438029801	9,812710056	0,350364964	0
																0	13	162	0	97	7	13	1	267,9583435	9,663002755	732,6666667	5,916524638	181,3197805	3,438029801	9,812710056	0,350364964	0
																0	13	162	0	97	7	13	1	267,9583435	9,663002755	732,6666667	5,916524638	181,3197805	3,438029801	9,812710056	0,350364964	0
																0	16	150	2	101	5	12	2	567,4666667	11,61612365	173,2881721	6,614159755	611,6	1,876684744	7,345880284	0,255474453	0
																0	16	150	2	101	5	12	2	567,4666667	11,61612365	173,2881721	6,614159755	611,6	1,876684744	7,345880284	0,255474453	0
																0	16	150	2	101	5	12	2	567,4666667	11,61612365	173,2881721	6,614159755	611,6	1,876684744	7,345880284	0,255474453	0
																0	22	155	0	96	10	13	2	657,4187875	27,34312612	921,5826254	8,515315843	746,751632	1,419574092	6,706263812	0,211678832	0
																0	22	155	0	96	10	13	2	657,4187875	27,34312612	921,5826254	8,515315843	746,751632	1,419574092	6,706263812	0,211678832	0
																0	22	155	0	96	10	13	2	657,4187875	27,34312612	921,5826254	8,515315843	746,751632	1,419574092	6,706263812	0,211678832	0
																0	18	186	1	128	9	22	2	315,4666667	3,749539924	567,4666667	8,524773311	512,6666667	2,132936992	6,795636464	0,313868613	0
																0	18	186	1	128	9	22	2	315,4666667	3,749539924	567,4666667	8,524773311	512,6666667	2,132936992	6,795636464	0,313868613	0
																0	18	186	1	128	9	22	2	315,4666667	3,749539924	567,4666667	8,524773311	512,6666667	2,132936992	6,795636464	0,313868613	0
																0	19	152	1	98	5	19	2	42	8,743388104	550,6666667	6,971618843	147,1635453	4,942295151	14,40626459	0,343065693	0
																0	19	152	1	98	5	19	2	42	8,743388104	550,6666667	6,971618843	147,1635453	4,942295151	14,40626459	0,343065693	0
																0	19	152	1	98	5	19	2	42	8,743388104	550,6666667	6,971618843	147,1635453	4,942295151	14,40626459	0,343065693	0
																0	19	212	2	130	8	25	2	897,2666667	5,372984598	274,1779457	5,098320729	747,0478353	2,641212	7,866218348	0,335766423	0
																0	19	212	2	130	8	25	2	897,2666667	5,372984598	274,1779457	5,098320729	747,0478353	2,641212	7,866218348	0,335766423	0
																0	19	212	2	130	8	25	2	897,2666667	5,372984598	274,1779457	5,098320729	747,0478353	2,641212	7,866218348	0,335766423	0
																0	20	147	3	109	11	9	1	50,4	4,543193664	208,3344079	4,813485094	186,0050678	1,475036057	7,484442217	0,197080292	0
																0	20	147	3	109	11	9	1	50,4	4,543193664	208,3344079	4,813485094	186,0050678	1,475036057	7,484442217	0,197080292	0
																0	20	147	3	109	11	9	1	50,4	4,543193664	208,3344079	4,813485094	186,0050678	1,475036057	7,484442217	0,197080292	0
																0	23	166	1	114	13	13	2	8,4	8,020950336	227,4757943	7,309003989	612,6	2,02198471	7,28978698	0,277372263	0
																0	23	166	1	114	13	13	2	8,4	8,020950336	227,4757943	7,309003989	612,6	2,02198471	7,28978698	0,277372263	0
																0	23	166	1	114	13	13	2	8,4	8,020950336	227,4757943	7,309003989	612,6	2,02198471	7,28978698	0,277372263	0
																0	16	174	1	120	12	16	2	681,2666667	8,875854285	681,2666667	5,545850345	563,0666667	1,800919295	7,049312668	0,255474453	0
																0	16	174	1	120	12	16	2	681,2666667	8,875854285	681,2666667	5,545850345	563,0666667	1,800919295	7,049312668	0,255474453	0
																0	16	174	1	120	12	16	2	681,2666667	8,875854285	681,2666667	5,545850345	563,0666667	1,800919295	7,049312668	0,255474453	0
																0	16	175	1	106	9	19	3	640,6	1,950503235	8,4	5,044169152	756,1775889	1,954298244	7,874672338	0,248175182	0
																0	16	175	1	106	9	19	3	640,6	1,950503235	8,4	5,044169152	756,1775889	1,954298244	7,874672338	0,248175182	0
																0	16	175	1	106	9	19	3	640,6	1,950503235	8,4	5,044169152	756,1775889	1,954298244	7,874672338	0,248175182	0
																0	22	161	3	109	8	15	2	723,5680807	12,49023519	771,6352454	9,338807748	411,8666667	2,12891937	7,882755505	0,270072993	0
																0	22	161	3	109	8	15	2	723,5680807	12,49023519	771,6352454	9,338807748	411,8666667	2,12891937	7,882755505	0,270072993	0
																0	22	161	3	109	8	15	2	723,5680807	12,49023519	771,6352454	9,338807748	411,8666667	2,12891937	7,882755505	0,270072993	0
																0	12	162	1	109	5	16	1	115,0158423	16,37186595	542,2666667	6,736678235	706,5121092	3,225312298	9,60582141	0,335766423	0
																0	12	162	1	109	5	16	1	115,0158423	16,37186595	542,2666667	6,736678235	706,5121092	3,225312298	9,60582141	0,335766423	0
																0	12	162	1	109	5	16	1	115,0158423	16,37186595	542,2666667	6,736678235	706,5121092	3,225312298	9,60582141	0,335766423	0
																0	13	179	0	104	8	24	1	399,4666667	0,139083352	679,2165834	5,667983206	207,3963467	2,13725565	6,971524382	0,306569343	0
																0	13	179	0	104	8	24	1	399,4666667	0,139083352	679,2165834	5,667983206	207,3963467	2,13725565	6,971524382	0,306569343	0
																0	13	179	0	104	8	24	1	399,4666667	0,139083352	679,2165834	5,667983206	207,3963467	2,13725565	6,971524382	0,306569343	0
																0	12	174	0	124	7	16	1	16,8	9,958410568	841,8666667	5,91783951	454,8666667	0,873861392	5,700905271	0,153284672	0
																0	12	174	0	124	7	16	1	16,8	9,958410568	841,8666667	5,91783951	454,8666667	0,873861392	5,700905271	0,153284672	0
																0	12	174	0	124	7	16	1	16,8	9,958410568	841,8666667	5,91783951	454,8666667	0,873861392	5,700905271	0,153284672	0
																0	20	164	1	105	5	14	2	724,926396	21,19405991	826,8966386	9,540582204	777,5439007	4,11284726	11,04823676	0,372262774	0
																0	20	164	1	105	5	14	2	724,926396	21,19405991	826,8966386	9,540582204	777,5439007	4,11284726	11,04823676	0,372262774	0
																0	20	164	1	105	5	14	2	724,926396	21,19405991	826,8966386	9,540582204	777,5439007	4,11284726	11,04823676	0,372262774	0
																0	11	171	0	115	7	15	2	625,2666667	6,156466973	897,2666667	3,564797142	172,1275727	4,055906261	11,82253527	0,343065693	0
																0	11	171	0	115	7	15	2	625,2666667	6,156466973	897,2666667	3,564797142	172,1275727	4,055906261	11,82253527	0,343065693	0
																0	11	171	0	115	7	15	2	625,2666667	6,156466973	897,2666667	3,564797142	172,1275727	4,055906261	11,82253527	0,343065693	0
																0	15	152	0	88	8	9	2	620,6	3,348832043	273,4666667	7,778512914	175,9843371	0,96189736	8,236246144	0,116788321	0
																0	15	152	0	88	8	9	2	620,6	3,348832043	273,4666667	7,778512914	175,9843371	0,96189736	8,236246144	0,116788321	0
																0	15	152	0	88	8	9	2	620,6	3,348832043	273,4666667	7,778512914	175,9843371	0,96189736	8,236246144	0,116788321	0
																0	20	157	3	93	8	15	2	84,75897937	15,10763918	337,8190872	8,112791845	271,1097494	2,767269731	8,42479896	0,328467153	0
																0	20	157	3	93	8	15	2	84,75897937	15,10763918	337,8190872	8,112791845	271,1097494	2,767269731	8,42479896	0,328467153	0
																0	20	157	3	93	8	15	2	84,75897937	15,10763918	337,8190872	8,112791845	271,1097494	2,767269731	8,42479896	0,328467153	0
																0	14	170	1	118	7	9	2	239,8666667	14,05078206	239,8666667	5,317430796	411,8666667	0,915834282	6,603647192	0,138686131	0
																0	14	170	1	118	7	9	2	239,8666667	14,05078206	239,8666667	5,317430796	411,8666667	0,915834282	6,603647192	0,138686131	0
																0	14	170	1	118	7	9	2	239,8666667	14,05078206	239,8666667	5,317430796	411,8666667	0,915834282	6,603647192	0,138686131	0
																0	14	173	0	107	9	17	2	620,6	9,913772408	772,406721	6,574889719	772,406721	1,431257352	7,541625277	0,189781022	0
																0	14	173	0	107	9	17	2	620,6	9,913772408	772,406721	6,574889719	772,406721	1,431257352	7,541625277	0,189781022	0
																0	14	173	0	107	9	17	2	620,6	9,913772408	772,406721	6,574889719	772,406721	1,431257352	7,541625277	0,189781022	0
																0	14	183	2	122	5	19	3	680,4762507	18,57734083	290,2666667	9,541487774	290,1455323	3,133829458	9,984526412	0,313868613	0
																0	14	183	2	122	5	19	3	680,4762507	18,57734083	290,2666667	9,541487774	290,1455323	3,133829458	9,984526412	0,313868613	0
																0	14	183	2	122	5	19	3	680,4762507	18,57734083	290,2666667	9,541487774	290,1455323	3,133829458	9,984526412	0,313868613	0
																0	17	169	1	110	11	13	2	666,1769914	9,163675399	280,503214	5,817165511	411,8666667	2,485218495	8,95986668	0,277372263	0
																0	17	169	1	110	11	13	2	666,1769914	9,163675399	280,503214	5,817165511	411,8666667	2,485218495	8,95986668	0,277372263	0
																0	17	169	1	110	11	13	2	666,1769914	9,163675399	280,503214	5,817165511	411,8666667	2,485218495	8,95986668	0,277372263	0
																0	18	192	0	117	12	20	5	726,6175098	16,81304685	338,5163015	5,456969552	196,459529	2,6452985	8,428044058	0,313868613	0
																0	18	192	0	117	12	20	5	726,6175098	16,81304685	338,5163015	5,456969552	196,459529	2,6452985	8,428044058	0,313868613	0
																0	18	192	0	117	12	20	5	726,6175098	16,81304685	338,5163015	5,456969552	196,459529	2,6452985	8,428044058	0,313868613	0
																0	18	210	0	136	9	16	2	357,4666667	10,86135007	483,4666667	10,10912564	167,8869212	2,058100124	7,419992553	0,277372263	0
																0	18	210	0	136	9	16	2	357,4666667	10,86135007	483,4666667	10,10912564	167,8869212	2,058100124	7,419992553	0,277372263	0
																0	18	210	0	136	9	16	2	357,4666667	10,86135007	483,4666667	10,10912564	167,8869212	2,058100124	7,419992553	0,277372263	0
																0	11	154	0	106	5	15	2	613,7414915	12,55038075	897,2666667	7,680307754	897,2666667	0,5771406	7,906826226	0,072992701	0
																0	11	154	0	106	5	15	2	613,7414915	12,55038075	897,2666667	7,680307754	897,2666667	0,5771406	7,906826226	0,072992701	0
																0	11	154	0	106	5	15	2	613,7414915	12,55038075	897,2666667	7,680307754	897,2666667	0,5771406	7,906826226	0,072992701	0
																0	16	186	2	127	4	14	2	332,2666667	2,788807734	59,73333333	7,196057458	412,8666667	2,401249283	7,650491901	0,313868613	0
																0	16	186	2	127	4	14	2	332,2666667	2,788807734	59,73333333	7,196057458	412,8666667	2,401249283	7,650491901	0,313868613	0
																0	16	186	2	127	4	14	2	332,2666667	2,788807734	59,73333333	7,196057458	412,8666667	2,401249283	7,650491901	0,313868613	0
																0	11	169	0	112	8	18	1	298,6666667	4,799028898	667,2666667	6,101693404	142,3231254	2,504850763	8,369867184	0,299270073	0
																0	11	169	0	112	8	18	1	298,6666667	4,799028898	667,2666667	6,101693404	142,3231254	2,504850763	8,369867184	0,299270073	0
																0	11	169	0	112	8	18	1	298,6666667	4,799028898	667,2666667	6,101693404	142,3231254	2,504850763	8,369867184	0,299270073	0
																0	14	173	0	125	7	9	2	517,0666667	11,27773345	517,0666667	9,768005733	512,6666667	1,354994981	6,629796873	0,204379562	0
																0	14	173	0	125	7	9	2	517,0666667	11,27773345	517,0666667	9,768005733	512,6666667	1,354994981	6,629796873	0,204379562	0
																0	14	173	0	125	7	9	2	517,0666667	11,27773345	517,0666667	9,768005733	512,6666667	1,354994981	6,629796873	0,204379562	0
																0	14	169	1	116	7	11	1	8,4	5,418034011	680,1296279	6,68139311	512,6666667	1,63893776	9,355603045	0,175182482	0
																0	14	169	1	116	7	11	1	8,4	5,418034011	680,1296279	6,68139311	512,6666667	1,63893776	9,355603045	0,175182482	0
																0	14	169	1	116	7	11	1	8,4	5,418034011	680,1296279	6,68139311	512,6666667	1,63893776	9,355603045	0,175182482	0
																0	12	186	0	144	8	16	2	689,8138841	9,327518266	928,1177098	6,21746707	513,6666667	0,96815955	6,316088491	0,153284672	0
																0	12	186	0	144	8	16	2	689,8138841	9,327518266	928,1177098	6,21746707	513,6666667	0,96815955	6,316088491	0,153284672	0
																0	12	186	0	144	8	16	2	689,8138841	9,327518266	928,1177098	6,21746707	513,6666667	0,96815955	6,316088491	0,153284672	0
																0	16	194	1	129	8	16	2	695,2666667	4,341454949	704,6	5,953553171	209,20792	2,145903323	7,736546189	0,277372263	0
																0	16	194	1	129	8	16	2	695,2666667	4,341454949	704,6	5,953553171	209,20792	2,145903323	7,736546189	0,277372263	0
																0	16	194	1	129	8	16	2	695,2666667	4,341454949	704,6	5,953553171	209,20792	2,145903323	7,736546189	0,277372263	0
																0	13	198	2	126	4	17	2	683,9933264	9,31232709	730,2313431	6,970740109	462,2666667	1,420799712	6,951770021	0,204379562	0
																0	13	198	2	126	4	17	2	683,9933264	9,31232709	730,2313431	6,970740109	462,2666667	1,420799712	6,951770021	0,204379562	0
																0	13	198	2	126	4	17	2	683,9933264	9,31232709	730,2313431	6,970740109	462,2666667	1,420799712	6,951770021	0,204379562	0
																0	14	189	1	124	10	9	2	611,6	6,347579056	791,4666667	5,422463817	609,2666667	0,682665981	6,23501596	0,109489051	0
																0	14	189	1	124	10	9	2	611,6	6,347579056	791,4666667	5,422463817	609,2666667	0,682665981	6,23501596	0,109489051	0
																0	14	189	1	124	10	9	2	611,6	6,347579056	791,4666667	5,422463817	609,2666667	0,682665981	6,23501596	0,109489051	0
																0	15	195	1	142	10	13	2	717,9558425	7,876603659	732,6666667	5,806306005	197,0355565	1,629649561	7,201999673	0,226277372	0
																0	15	195	1	142	10	13	2	717,9558425	7,876603659	732,6666667	5,806306005	197,0355565	1,629649561	7,201999673	0,226277372	0
																0	15	195	1	142	10	13	2	717,9558425	7,876603659	732,6666667	5,806306005	197,0355565	1,629649561	7,201999673	0,226277372	0
																0	18	163	0	115	12	9	3	704,6	11,38184452	912,8317555	5,339815506	897,2666667	0,810166835	6,937053524	0,116788321	0
																0	18	163	0	115	12	9	3	704,6	11,38184452	912,8317555	5,339815506	897,2666667	0,810166835	6,937053524	0,116788321	0
																0	18	163	0	115	12	9	3	704,6	11,38184452	912,8317555	5,339815506	897,2666667	0,810166835	6,937053524	0,116788321	0
																0	16	172	0	100	10	16	3	686,4169764	2,133274297	725,3677504	3,674624703	795,5429589	2,422294287	8,296357933	0,291970803	0
																0	16	172	0	100	10	16	3	686,4169764	2,133274297	725,3677504	3,674624703	795,5429589	2,422294287	8,296357933	0,291970803	0
										2,25715E-05	0	2,43844E-07	0	4,71158E-15	0	0	16	172	0	100	10	16	3	686,4169764	2,133274297	725,3677504	3,674624703	795,5429589	2,422294287	8,296357933	0,291970803	0
																3	975	0	257	0	259	0	64	187,7289946	27,44184924	187,7289946	6,582821241	311,0474538	7,889858759	15,66537174	0,503649635	0
																3	1017	0	329	0	257	0	41	108,914132	19,79218493	540,8100257	4,667604368	414,8413803	2,314386862	6,470836737	0,357664234	0
																3	968	0	274	0	247	0	43	148,2912785	18,22409396	346,7556129	5,202643491	172,0926274	2,854491501	7,378591239	0,386861314	0
																3	1000	0	304	0	276	0	37	127,8712845	18,784424	354,9196364	4,546630978	745,42778	2,532248351	6,194964716	0,408759124	0
																3	1010	0	307	0	267	0	50	175,8863703	17,58428285	527,3096342	4,763114221	902,139324	1,58523009	5,429413057	0,291970803	0
																3	975	0	318	0	236	0	44	113,6702404	16,89320641	553,4022132	4,604706889	568,2466379	1,724619204	5,369837067	0,321167883	0
																3	930	0	290	0	246	0	37	677,7298899	21,07380376	899,380631	5,031390588	913,1097798	4,837323261	8,496324189	0,569343066	0
																3	958	0	320	0	250	0	54	115,2499636	22,97213878	807,5231483	4,878514469	465,630901	3,226884796	7,368053617	0,437956204	0
																3	909	0	272	0	235	0	36	661,9333896	17,63222029	553,7063444	4,55593855	720,2637008	2,089594261	6,090944974	0,343065693	0
