tramstop; avgRuntime
4; 1,2145306691957065
5; 1,2267937873641301
6; 0,9650421436212994
7; 1,358116350555084
8; 1,0209252029447076
9; 4,339914105434205
10; 2,426097242562165
10; 2,426097242562165
10; 2,426097242562165
13; 2,139663966932206
14; 4,198990207817447
15; 0,9995373948807226
16; 1,7467600976910338
17; 0,8702292914331262
18; 1,1294750810242549
19; 1,440445497560129
0; NaN
0; NaN
0; NaN
3; 1,852154304207894
4; 1,2686989200429921
5; 1,01497321504419
6; 0,9225360428402146
7; 1,5228514386678307
8; 0,9832174880242316
9; 4,283379784562942
10; 2,480076183549787
10; 2,480076183549787
10; 2,480076183549787
13; 2,3593021489613415
14; 4,0397404544460445
15; 1,0202502143715795
16; 1,566190563716056
17; 0,8810781958545043
18; 1,394729487214736
19; 1,227070229157725
0; NaN
0; NaN
0; NaN
3; 1,8039369727696501
4; 1,2307477333703583
5; 1,50355911950738
6; 0,9343638010894563
7; 1,8291890243735693
8; 0,9947068113505121
9; 4,336492197294014
10; 2,202554597712896
10; 2,202554597712896
10; 2,202554597712896
13; 2,1564411774010215
14; 4,152905421420504
15; 0,9244736280231787
16; 1,729461834019439
17; 0,8800718364926624
18; 1,530785276137024
19; 1,233050715889447
0; NaN
0; NaN
0; NaN
3; 1,7440841868637391
4; 1,2777425380956218
5; 1,4183234585960862
6; 1,0162042367052553
7; 1,5931576518687884
8; 0,976660745639531
9; 4,4353957131253186
10; 2,203569424154425
10; 2,203569424154425
10; 2,203569424154425
13; 2,1057350176259058
14; 4,172940250345499
15; 0,9787004577130207
16; 1,3418651076446362
17; 1,04710483461452
18; 1,3869270650907037
19; 1,4835069532150371
0; NaN
0; NaN
0; NaN
3; 1,544886006631682
4; 1,2151351477816992
5; 1,3147421280245004
6; 0,8185197479883001
7; 1,5632476616520163
8; 0,9003315477383043
9; 4,036887740019809
10; 2,2698339596541435
10; 2,2698339596541435
10; 2,2698339596541435
13; 2,5514092339395615
14; 4,140729578961588
15; 0,9919002390895729
16; 1,647266485659014
17; 0,9517388460001728
18; 1,3786784581614233
19; 1,106915504985209
0; NaN
0; NaN
0; NaN
3; 1,7641634723118007
4; 1,342838059616426
5; 1,5214352720160604
6; 1,0026590596725529
7; 1,4671852713700504
8; 1,0267750196128504
9; 4,593140793745539
10; 2,316834503636061
10; 2,316834503636061
10; 2,316834503636061
13; 2,308057716321942
14; 4,379130254139352
15; 1,018743358891301
16; 1,7750382342174988
17; 0,8359216029255679
18; 1,1358951509376098
19; 1,289799516117579
0; NaN
0; NaN
0; NaN
3; 1,6810142532621732
4; 1,3727271152825133
5; 1,158160660199987
6; 0,9979403049422909
7; 1,8307660401918704
8; 1,0183641099966547
9; 4,171800814248974
10; 2,1349977942630294
10; 2,1349977942630294
10; 2,1349977942630294
13; 2,3723413717315887
14; 4,316828553165498
15; 1,0223325127729679
16; 1,7512351795250871
17; 0,9890639979212107
18; 1,3327920130061244
19; 1,146210083919233
0; NaN
0; NaN
0; NaN
3; 1,9334962017078114
4; 1,3963278050861627
5; 1,1606574032176034
6; 0,8791725158072108
7; 1,648372765607965
8; 0,9960210649115346
9; 4,623957956748568
10; 2,478032700082083
10; 2,478032700082083
10; 2,478032700082083
13; 2,0251778459631757
14; 4,702621988186541
15; 1,1684377665387586
16; 1,5550879503864425
17; 0,917138945438624
18; 1,4880146684802207
19; 1,1921000349688187
0; NaN
0; NaN
0; NaN
3; 1,7481978768266966
4; 1,265497640947626
5; 1,2503448151430507
6; 1,0191742057803324
7; 1,915654505280668
8; 0,8852237036789664
9; 4,501725426815158
10; 2,4188184305491363
10; 2,4188184305491363
10; 2,4188184305491363
13; 2,3011719211924113
14; 4,4628028332381104
15; 1,0159963379531483
16; 1,798839542523372
17; 0,9396625168005227
18; 1,2581272765861307
19; 1,2799606797771932
0; NaN
0; NaN
0; NaN
3; 1,9535931232855164
4; 1,1892068194479186
5; 1,0828233624297718
6; 0,9980811009247426
7; 1,5803040672297144
8; 1,1198842082539475
9; 4,549501602263291
10; 2,219708414978712
10; 2,219708414978712
10; 2,219708414978712
13; 2,098601301301207
14; 4,242812220490287
15; 1,0286621978576476
16; 1,508657577919776
17; 0,9579614558207785
18; 1,2450695859711947
19; 1,3650827557458087
0; NaN
0; NaN
0; NaN
3; 1,5755927705408497
4; 1,107882259049479
5; 1,342870784373057
6; 0,9110294476732381
7; 1,5325484179382263
8; 1,028304709387706
9; 4,137859299871447
10; 2,6010044608267426
10; 2,6010044608267426
10; 2,6010044608267426
13; 2,391018702328471
14; 4,249652486137286
15; 0,9960298866082746
16; 1,8284454970989028
17; 0,8623268887539501
18; 1,4238985358338174
19; 1,3444619352772864
0; NaN
0; NaN
0; NaN
3; 1,895404059541127
4; 1,2447404881244657
5; 1,1374246296949408
6; 0,886679931402946
7; 1,850566606930615
8; 0,9014479652010388
9; 4,4634328030621
10; 2,2381074947484914
10; 2,2381074947484914
10; 2,2381074947484914
13; 2,215484432886926
14; 4,198210245404255
15; 0,9082325647672621
16; 1,5897327836876989
17; 0,8571402465590016
18; 1,1820900001235226
19; 1,1583900398081028
0; NaN
0; NaN
0; NaN
3; 2,082779082419541
4; 1,2310587265642932
5; 1,3319877624340961
6; 0,9954474071282984
7; 1,646423607905806
8; 0,9348042237397409
9; 4,1930431640329715
10; 2,505723043965796
10; 2,505723043965796
10; 2,505723043965796
13; 2,4870364149613207
14; 4,587989185646008
15; 0,9423186782308383
16; 1,6153816139426487
17; 0,911325878581716
18; 1,3022443166612006
19; 1,285576370208055
0; NaN
0; NaN
0; NaN
3; 1,6265767729777836
4; 1,4463993091733232
5; 1,4420459678697293
6; 0,9929218903469665
7; 1,3765554935305546
8; 1,0076801336334724
9; 4,865987882317041
10; 2,2618642744295863
10; 2,2618642744295863
10; 2,2618642744295863
13; 2,291294611046562
14; 4,455505143544852
15; 0,9100157532775358
16; 1,5573041855091942
17; 0,9834600468787044
18; 1,9121672230190871
19; 1,2789722110220452
0; NaN
0; NaN
0; NaN
3; 1,4454253543785902
4; 1,2817053136241956
5; 1,3730582147557688
6; 0,9898871966624787
7; 1,8764669608525728
8; 1,0442015078385587
9; 4,166064660350696
10; 2,4835797454913577
10; 2,4835797454913577
10; 2,4835797454913577
13; 2,3641933997662536
14; 4,0871982846955515
15; 1,0700301329800188
16; 1,462754511750447
17; 0,867143052779095
18; 1,2017994389352828
19; 1,2740055437259903
0; NaN
0; NaN
0; NaN
3; 1,452771266041937
4; 1,3500440078168023
5; 1,4585654993890498
6; 0,9636705005262434
7; 1,728968034326331
8; 0,9743464052311557
9; 4,323126881246374
10; 2,28922741491789
10; 2,28922741491789
10; 2,28922741491789
13; 2,1886166721085156
14; 3,85626437641995
15; 0,8920425654462982
16; 1,610078654990615
17; 1,0002192591272363
18; 1,2671215842744499
19; 1,0965467327708505
0; NaN
0; NaN
0; NaN
3; 1,6084369657387059
4; 1,2656255095147928
5; 1,1986047412285519
6; 0,8828791445019493
7; 1,7934201085640935
8; 1,0513101909995979
9; 4,689995946504383
10; 2,202802157513015
10; 2,202802157513015
10; 2,202802157513015
13; 2,416240760492214
14; 4,523405938574804
15; 0,9496913632714415
16; 1,7175824160016988
17; 0,9627217884379026
18; 1,495717345178534
19; 1,3073098640173197
0; NaN
0; NaN
0; NaN
3; 1,7601644963088516
4; 1,2115365090120267
5; 1,1326587020580308
6; 0,970712845853172
7; 1,673900274684428
8; 1,069612343935444
9; 4,4254606274421535
10; 2,238750748305422
10; 2,238750748305422
10; 2,238750748305422
13; 2,6574769166507877
14; 4,152557738060137
15; 0,9117107918820011
16; 1,4121525915708977
17; 0,9873834872071166
18; 1,3746042993231014
19; 1,2279939310641688
0; NaN
0; NaN
0; NaN
3; 2,278842884430653
4; 1,2643797716170002
5; 1,19053967025341
6; 0,9278741213844649
7; 1,679698278307264
8; 1,002512504011722
9; 4,423563423772907
10; 2,2909694626942962
10; 2,2909694626942962
10; 2,2909694626942962
13; 2,2672380955130875
14; 4,092319991034431
15; 0,9096767254716315
16; 1,652366405077726
17; 0,8948543659105174
18; 1,2189744502110968
19; 1,216287294685271
0; NaN
0; NaN
0; NaN
3; 1,8218691523607593
4; 1,1662390291872238
5; 1,5496342152163358
6; 0,958190514615013
7; 1,7663986773308646
8; 0,9082310708746143
9; 4,251213435642733
10; 2,28057940900737
10; 2,28057940900737
10; 2,28057940900737
13; 2,146115631337186
14; 4,315642041992788
15; 0,9888295770632471
16; 1,4944075325854547
17; 0,9477528085534488
18; 1,2412911185917896
19; 1,4304862588502547
0; NaN
0; NaN
0; NaN
3; 1,9119177692271634
4; 1,264489439064027
5; 1,1616637124886369
6; 0,9156216115785752
7; 1,5445206396988866
8; 1,0817138157276867
9; 4,451524409285584
10; 2,3700393988028514
10; 2,3700393988028514
10; 2,3700393988028514
13; 2,2914834284279966
14; 3,9588061473754506
15; 0,9445162194563984
16; 1,8004681022367006
17; 0,9264570600622685
18; 1,3071616626033857
19; 1,1556039229957136
0; NaN
0; NaN
0; NaN
3; 1,5028472160179214
4; 1,3607233076522842
5; 1,3199750267268804
6; 0,9367793369008733
7; 2,1107315822240342
8; 0,9808909932576115
9; 4,6121016886620945
10; 2,2877547631297905
10; 2,2877547631297905
10; 2,2877547631297905
13; 2,320801478010407
14; 4,330646512160654
15; 0,8619294143221066
16; 1,6481546289694602
17; 0,8825990272981361
18; 1,4908328198800422
19; 1,2555893206780906
0; NaN
0; NaN
0; NaN
3; 1,708137421885622
4; 1,211685976993107
5; 0,9568046936379249
6; 0,9750701336488043
7; 1,581159585945669
8; 0,8522312642572336
9; 4,361896485158865
10; 2,3668826091519413
10; 2,3668826091519413
10; 2,3668826091519413
13; 2,330878446321149
14; 4,388845495957773
15; 1,1714546269939778
16; 1,555716904720226
17; 1,0735957576485526
18; 1,399299033688767
19; 1,292565766204074
0; NaN
0; NaN
0; NaN
3; 1,5770637029599541
4; 1,1509697622952684
5; 1,1424087247027905
6; 0,902602909703922
7; 1,6409697924720217
8; 0,9805617746453489
9; 4,356864907065855
10; 2,303831333245538
10; 2,303831333245538
10; 2,303831333245538
13; 2,4394700632575006
14; 4,49045488166532
15; 0,9384700850280757
16; 1,8094061131834644
17; 1,0256153419334078
18; 1,421382881420618
19; 1,3747804777951078
0; NaN
0; NaN
0; NaN
3; 1,820915766246341
4; 1,2922744420887828
5; 1,275015944712016
6; 0,9667455830263365
7; 1,707566959188804
8; 0,9897055101350622
9; 4,236055027385335
10; 2,536603632299583
10; 2,536603632299583
10; 2,536603632299583
13; 2,285488948803981
14; 4,382347248441042
15; 0,9457882125456893
16; 1,5552453129741861
17; 0,7843039692331846
18; 1,66724006098525
19; 1,3040227131158397
0; NaN
0; NaN
0; NaN
3; 1,6648212578587753
4; 1,2280741284180743
5; 1,3368210074527596
6; 0,9391852931709903
7; 1,674302511289536
8; 1,0346156520808938
9; 4,715068473571343
10; 2,244068910545385
10; 2,244068910545385
10; 2,244068910545385
13; 2,371369935220473
14; 4,557678499731957
15; 1,0722563098663247
16; 1,753083987782738
17; 0,9967152069546287
18; 1,3245692632413373
19; 1,321882339477843
0; NaN
0; NaN
0; NaN
3; 1,4827300242156243
4; 1,094232059511786
5; 1,0822454795467975
6; 0,8360041308020102
7; 1,624759139595144
8; 1,022577900157018
9; 4,498133802321205
10; 2,461752954945191
10; 2,461752954945191
10; 2,461752954945191
13; 2,5129622430800707
14; 4,194904728439615
15; 0,9825662004396825
16; 1,4674100457504538
17; 0,9459341334335195
18; 1,6221993805646808
19; 1,3104647064910817
0; NaN
0; NaN
0; NaN
3; 1,997751931986124
4; 1,3553752298696526
5; 1,2019876118287347
6; 0,9327613339973178
7; 1,463035916605532
8; 0,9993432713968364
9; 4,629718290850668
10; 2,133910271504638
10; 2,133910271504638
10; 2,133910271504638
13; 2,4653518173871163
14; 4,560475506660064
15; 0,937050924645971
16; 1,5704572555840022
17; 0,8875003634636232
18; 1,2813173482200946
19; 1,2143849411399685
0; NaN
0; NaN
0; NaN
3; 2,022188018961007
4; 1,4653902756417196
5; 1,1022596427057807
6; 1,0788056672627155
7; 1,6615407247243708
8; 1,0464091980274604
9; 4,30817033170044
10; 2,5133312744434244
10; 2,5133312744434244
10; 2,5133312744434244
13; 2,1972970293455862
14; 4,424914184516987
15; 0,9440433286900465
16; 1,7044457804602444
17; 0,9687326039247381
18; 1,2835369561986434
19; 1,2326013600952963
0; NaN
0; NaN
0; NaN
3; 1,335747669319464
4; 1,3190141411978193
5; 1,5078742913533807
6; 0,9436998837018453
7; 1,4913639536934251
8; 0,9699873737742035
9; 4,120104535725336
10; 2,397378535575874
10; 2,397378535575874
10; 2,397378535575874
13; 2,397663841021039
14; 4,197576583954786
15; 1,0837851276358696
16; 1,5021540086500664
17; 0,983788553678176
18; 1,2406834373990907
19; 1,2551381458876925
0; NaN
0; NaN
0; NaN
3; 1,7768127204001363
4; 1,5842602492010418
5; 1,333455251978681
6; 0,8639017310569634
7; 1,677853659064133
8; 1,0135431771521595
9; 4,308745259999528
10; 2,4263522451618753
10; 2,4263522451618753
10; 2,4263522451618753
13; 2,3994981830214233
14; 4,3315391242371035
15; 0,9584043311304639
16; 1,8515546472529802
17; 0,8516698050041404
18; 1,530963039535204
19; 1,1385453459451294
0; NaN
0; NaN
0; NaN
3; 1,7463214448453523
4; 1,1612949800480687
5; 1,184695332136052
6; 0,8886102503356045
7; 1,3381917075952765
8; 0,9125604803421654
9; 3,9664307757021637
10; 2,272844396740857
10; 2,272844396740857
10; 2,272844396740857
13; 2,300756837203984
14; 4,207319142931754
15; 0,9150068500362258
16; 1,6458006513162398
17; 0,8600280064094838
18; 1,3134298696184143
19; 1,3663159565728769
0; NaN
0; NaN
0; NaN
3; 1,709136870730847
4; 1,1519686548413208
5; 1,1820958610974763
6; 0,8842405286661535
7; 1,685246407870373
8; 0,9480594262409769
9; 4,5789997545154835
10; 2,4994474000209053
10; 2,4994474000209053
10; 2,4994474000209053
13; 2,1273689406405185
14; 4,378543641195745
15; 0,861413512302602
16; 1,7376795255512671
17; 0,9789042294214042
18; 1,5387232774988198
19; 1,3011169010053556
0; NaN
0; NaN
0; NaN
3; 1,8247580666930154
4; 1,4771667827722088
5; 1,5501858045453802
6; 0,838128666991568
7; 1,6951676190677718
8; 1,006392523828467
9; 4,39327726732944
10; 2,4606226664865005
10; 2,4606226664865005
10; 2,4606226664865005
13; 2,275806653116949
14; 4,2232946330769705
15; 0,9796911108421914
16; 1,787939172188334
17; 0,9150607470071709
18; 1,4056865673635925
19; 1,2302280001819146
0; NaN
0; NaN
0; NaN
3; 1,7706185189564871
4; 1,1721888718795208
5; 1,3241271166204864
6; 0,93770636615261
7; 1,8213873293391583
8; 0,9155726994649411
9; 4,528251489194417
10; 2,1555045748270416
10; 2,1555045748270416
10; 2,1555045748270416
13; 2,3495754712930643
14; 4,591697008138017
15; 0,9749012052519092
16; 1,821066823840074
17; 0,8857449771694857
18; 1,4847987914580505
19; 1,2147705794764472
0; NaN
0; NaN
0; NaN
3; 1,7032250002846294
4; 1,2678563795167723
5; 1,4606837117240583
6; 0,8968835637271222
7; 1,545271809588682
8; 0,9914566195185016
9; 4,6402314969100455
10; 2,3946857672402673
10; 2,3946857672402673
10; 2,3946857672402673
13; 2,162779205843329
14; 4,239857934713414
15; 0,9763601169420364
16; 1,6650107709681568
17; 1,0795199112456217
18; 1,3578259781064201
19; 1,352035271857289
0; NaN
0; NaN
0; NaN
3; 2,0179581220215717
4; 1,0465823014989613
5; 1,286032499183702
6; 0,9388446109148135
7; 1,7412995958441266
8; 0,9371734817875683
9; 4,420820104231383
10; 2,266666171362449
10; 2,266666171362449
10; 2,266666171362449
13; 2,135287613433887
14; 4,031502023672349
15; 0,959525737165507
16; 1,5850587592473506
17; 0,9752138520487548
18; 1,4296558279770724
19; 1,2864551374008752
0; NaN
0; NaN
0; NaN
3; 1,6797664026694485
4; 1,2876820323916431
5; 1,3642437991501424
6; 0,8377772008792292
7; 1,6578625040538928
8; 1,0767875368193247
9; 4,4039494800037975
10; 2,4675539431410765
10; 2,4675539431410765
10; 2,4675539431410765
13; 2,39229232239062
14; 4,222480919468398
15; 0,9213292311965995
16; 1,3349801476054612
17; 0,9389689305609119
18; 1,629655100087343
19; 1,1851531661633683
0; NaN
0; NaN
0; NaN
3; 1,761295470349224
4; 1,23423316674547
5; 1,173033477832129
6; 0,9812438441497651
7; 1,8293687327374795
8; 1,0433248386748177
9; 4,289268572786751
10; 2,2282568585653473
10; 2,2282568585653473
10; 2,2282568585653473
13; 2,4305733864349612
14; 4,246672777451925
15; 0,9687261927194698
16; 1,6979794616077473
17; 1,0715280316868858
18; 1,3901585081300885
19; 1,2649068288052776
0; NaN
0; NaN
0; NaN
3; 1,54482146107029
4; 0,9808346000342509
5; 1,2500319201126546
6; 0,792909675365019
7; 1,5856564701946032
8; 0,9178632074332199
9; 4,352977055794513
10; 2,164316694371395
10; 2,164316694371395
10; 2,164316694371395
13; 2,367894930369172
14; 4,632828227725737
15; 0,9766319410311112
16; 1,7583333203957767
17; 1,0435410020436027
18; 1,3179162854355757
19; 1,2165142660638484
0; NaN
0; NaN
0; NaN
3; 1,6262241501794503
4; 1,2207366240684376
5; 1,2595827149981973
6; 0,8271020116054486
7; 1,6528820827273143
8; 1,061863269544877
9; 4,709770042077956
10; 2,3528347571944876
10; 2,3528347571944876
10; 2,3528347571944876
13; 2,2494007706285615
14; 4,218488431994309
15; 0,9173169459202065
16; 1,7494402242532712
17; 0,7821724216646907
18; 1,4576732764426243
19; 1,1926911324446114
0; NaN
0; NaN
0; NaN
3; 1,918191123685764
4; 1,423213181505589
5; 1,2167945765981525
6; 0,9751067933086948
7; 1,6282758097314025
8; 1,003862448648369
9; 4,54282792252387
10; 2,4916946880616666
10; 2,4916946880616666
10; 2,4916946880616666
13; 2,415351810226712
14; 4,4320284814951245
15; 1,0271080818623524
16; 1,5869543779840742
17; 0,945815347602829
18; 1,604730262322248
19; 1,263027202559315
0; NaN
0; NaN
0; NaN
3; 1,416221929202643
4; 1,1763705100392365
5; 1,2621130465172574
6; 0,9804341113484462
7; 1,4795776399139395
8; 0,9922612989953968
9; 4,007759686344486
10; 2,1832742928853914
10; 2,1832742928853914
10; 2,1832742928853914
13; 2,2686196886201704
14; 4,12336098160064
15; 0,9779543692903229
16; 1,5323624193501306
17; 0,9348937461003546
18; 1,5400307459808564
19; 1,2617705505359693
0; NaN
0; NaN
0; NaN
3; 1,8445712670341923
4; 1,2274178117150525
5; 1,020764345885303
6; 0,8251704630702664
7; 1,6767419824329894
8; 0,8613937941027298
9; 4,3789002086334
10; 2,1047972428570008
10; 2,1047972428570008
10; 2,1047972428570008
13; 2,4372474166998424
14; 4,209108275957388
15; 1,0595267770770538
16; 1,5506658246189886
17; 0,8698992932249212
18; 1,4804968878314542
19; 1,0006764576078333
0; NaN
0; NaN
0; NaN
3; 1,6565803459444832
4; 1,2074073240961662
5; 1,4714940934074583
6; 1,152121736081934
7; 1,74383034333526
8; 0,9622142679535005
9; 4,302471795716046
10; 2,604601258989299
10; 2,604601258989299
10; 2,604601258989299
13; 2,412247535691894
14; 4,332210660808728
15; 1,034782208340164
16; 1,7671000660683989
17; 0,9997811896646221
18; 1,3811102104009807
19; 1,2592576421557158
0; NaN
0; NaN
0; NaN
3; 1,6838119785469017
4; 1,1468209490765124
5; 1,351174461615228
6; 0,8530754837942159
7; 1,550541259443867
8; 1,0063266559206407
9; 4,8182303590595605
10; 2,3889310201427945
10; 2,3889310201427945
10; 2,3889310201427945
13; 2,2900481400075607
14; 4,391405604291719
15; 0,9954728851216158
16; 1,6239661301184811
17; 0,9833121229556417
18; 1,1982159172863085
19; 1,3108531652666897
0; NaN
0; NaN
0; NaN
3; 1,6496532154126946
4; 1,300166041660599
5; 1,2900798189729783
6; 0,9850966723321976
7; 1,7728227302299273
8; 0,8903892040230807
9; 3,9572546759999563
10; 1,92020426921914
10; 1,92020426921914
10; 1,92020426921914
13; 2,224303661830644
14; 4,274256837276842
15; 1,0271297319003432
16; 1,6551497335215213
17; 1,0114699776288998
18; 1,3047336835633248
19; 1,1846299540351979
0; NaN
0; NaN
0; NaN
3; 1,826424712688094
4; 1,2542883143558075
5; 1,1165229444329812
6; 0,9582840557030702
7; 1,5058800438676225
8; 1,0126753337064838
9; 4,419006011188876
10; 2,231748631279742
10; 2,231748631279742
10; 2,231748631279742
13; 2,2559151267086115
14; 4,1437408621470375
15; 0,9654973651701215
16; 1,9064317387051597
17; 0,937509273436055
18; 1,2887355801901297
19; 1,1509462362118756
0; NaN
0; NaN
0; NaN
3; 1,849999006670593
4; 1,3188273214256852
5; 1,1089895805822576
6; 1,0630907057463357
7; 1,676815958441983
8; 0,95686259005523
9; 4,31365872455997
10; 2,4492806439134727
10; 2,4492806439134727
10; 2,4492806439134727
13; 2,438936193127161
14; 4,1920435241235685
15; 1,0016534434229605
16; 1,3666439899691412
17; 0,8999272575525787
18; 1,2229603706146945
19; 1,1918473485685652
0; NaN
0; NaN
0; NaN
3; 1,9238817852947487
4; 1,25191690064824
5; 1,290353725531909
6; 0,8669064960530606
7; 1,699481821454193
8; 0,9871593371521669
9; 4,114543863420144
10; 2,198908781617309
10; 2,198908781617309
10; 2,198908781617309
13; 2,671845825927568
14; 4,344117112874393
15; 1,010332744069162
16; 1,5548078609932305
17; 0,9518969453301247
18; 1,5874701642574767
19; 1,2237037879700778
0; NaN
0; NaN
0; NaN
3; 1,83878470381886
4; 1,4041014329659651
5; 1,3973799736677994
6; 0,9582022557816603
7; 1,510811626762812
8; 1,045921554774784
9; 4,463280760663508
10; 2,0571988186058427
10; 2,0571988186058427
10; 2,0571988186058427
13; 2,3439729707147965
14; 4,172878101104345
15; 1,0877075587433656
16; 1,7629146815322463
17; 0,9978324222611428
18; 1,2190792039505682
19; 1,0590354856549231
0; NaN
0; NaN
0; NaN
3; 1,747934292718647
4; 1,344146857275227
5; 1,506233934343296
6; 0,7786977935505438
7; 1,9630748710502492
8; 1,0184376477016486
9; 4,0927491551933155
10; 2,3109129445811205
10; 2,3109129445811205
10; 2,3109129445811205
