;;;CS Centrumzijde;Bleekstraat;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU;CS Centrumzijde;Bleekstraat;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU;;;;
R1209;18-9-2015;14:57;50,79664756;9,355910812;2,675270608;0,7875;0;0;0;0;9,08790414;0;9,08790414;7,270323312;25,44613159;12,7230658;;;;
R1209;21-9-2015;14:57;88,89413323;15,59318469;1,337635304;0;0;0,136544856;0;0;17,02952648;3,784339217;3,784339217;34,05905295;35,95122256;11,35301765;;;;
R1209;22-9-2015;14:57;52,61081354;6,237273875;1,337635304;0;0;0;0;0;9,404019176;1,880803835;3,76160767;18,80803835;24,45044986;1,880803835;;;;
R1209;23-9-2015;14:57;79,82330331;12,47454775;1,337635304;0;0;0;0;0;24,84206781;1,910928293;9,554641466;19,10928293;32,48578098;5,732784879;;;;
R1209;24-9-2015;14:57;27,21248976;6,237273875;1,337635304;0;0;0;0;0;13,52843292;1,932633275;3,865266549;7,730533098;5,797899824;1,932633275;;;;
R1209;25-9-2015;14:57;9,070829922;0;0;0;0;0;0;0;1,814165984;0;1,814165984;0;3,628331969;1,814165984;;;;
R1209;28-9-2015;14:57;72,56663937;15,59318469;0;0;0;0;0;0;23,50928642;1,959107201;1,959107201;27,42750082;29,38660802;3,918214403;;;;
R1209;29-9-2015;14:57;74,38080536;3,118636937;0;1,96875;0;0;0;0;8,45406301;3,381625204;3,381625204;15,21731342;40,57950245;8,45406301;;;;
R1209;30-9-2015;14:57;61,68164347;18,71182162;0;0;0;0;0;0;16,07869302;6,029509882;2,009836627;26,12787615;14,06885639;16,07869302;;;;
R1211;2-9-2015;15:01;83,45163528;12,47454775;1,337635304;0,39375;0,031431908;0;0;0;18,43188684;1,843188684;3,686377368;31,33420762;38,70696236;3,686377368;;;;
R1211;3-9-2015;15:01;10,88499591;3,118636937;0;0;0;0;0;0;4,001037955;0;2,000518978;0;8,00207591;0;;;;
R1211;4-9-2015;15:01;81,63746929;9,355910812;1,337635304;1,18125;0,062863815;0;0;0;8,664363817;5,19861829;6,931491054;20,79447316;38,1232008;13,86298211;;;;
R1211;7-9-2015;15:01;58,0533115;9,355910812;0;3,15;0;0;0;0;9,84547288;0;3,281824293;27,89550649;26,25459435;3,281824293;;;;
R1211;8-9-2015;15:01;3,628331969;0;0;0;0;0;0;0;0;1,814165984;0;0;1,814165984;0;;;;
R1211;9-9-2015;15:01;0;6,237273875;0;0;0;0;0;0;0;0;0;0;6,237273875;0;;;;
R1211;10-9-2015;15:01;5,442497953;3,118636937;1,337635304;1,18125;0;0,136544856;0;0;2,492570011;0;0;1,246285006;4,985140022;2,492570011;;;;
R1211;11-9-2015;15:01;14,51332787;0;1,337635304;0,39375;0;0;0;0;1,624471318;0;3,248942636;4,873413954;3,248942636;3,248942636;;;;
R1211;14-9-2015;15:01;63,49580945;6,237273875;0;0,39375;0;0;0;0;18,45442982;0;1,845442982;31,3725307;14,76354386;3,690885964;;;;
R1211;15-9-2015;15:01;50,79664756;12,47454775;2,675270608;1,575;0,031431908;0;0;0;10,39275351;1,732125585;3,464251171;8,660627926;34,64251171;8,660627926;;;;
R1211;16-9-2015;15:01;18,14165984;18,71182162;0;0;0;0;0;0;9,213370367;6,910027775;2,303342592;4,606685183;13,82005555;0;;;;
R1211;17-9-2015;15:01;18,14165984;9,355910812;0;0;0;0;0;0;14,8063842;0;0;6,345593228;6,345593228;0;;;;
R1211;18-9-2015;15:01;63,49580945;9,355910812;0;0;0,031431908;0;0;0;28,0319816;3,737597547;1,868798774;18,68798774;7,475195094;13,08159142;;;;
R1211;21-9-2015;15:01;34,4691537;9,355910812;0;0;0;0;0;0;5,976145161;9,960241935;1,992048387;1,992048387;21,91253226;1,992048387;;;;
R1211;22-9-2015;15:01;63,49580945;3,118636937;0;0;0;0;0;0;16,6536116;7,401605154;0;18,50401289;14,80321031;9,252006443;;;;
R1211;23-9-2015;15:01;14,51332787;6,237273875;0;0;0;0;0;0;4,15012035;2,075060175;0;2,075060175;8,3002407;4,15012035;;;;
R1211;24-9-2015;15:01;23,5841578;0;1,337635304;0;0;0;0;0;8,900640393;1,780128079;1,780128079;3,560256157;5,340384236;3,560256157;;;;
R1211;25-9-2015;15:01;18,14165984;6,237273875;0;0;0;0;0;0;4,06315562;4,06315562;2,03157781;2,03157781;4,06315562;8,126311239;;;;
R1211;28-9-2015;15:01;54,42497953;6,237273875;1,337635304;0;0;0;0;0;22,54541408;0;0;11,27270704;18,78784506;9,393922531;;;;
R1211;29-9-2015;15:01;50,79664756;3,118636937;0;1,575;0;0;0;0;11,77066641;1,681523773;0;13,45219018;21,85980904;6,726095091;;;;
R1211;30-9-2015;15:01;58,0533115;3,118636937;0;0,39375;0,094295723;0;0;0;16,66486329;1,666486329;1,666486329;4,999458986;8,332431643;28,33026759;;;;
R1213;2-9-2015;15:06;47,16831559;0;0;1,18125;0;0;0;0;11,6705848;8,336131999;0;11,6705848;13,3378112;3,334452799;;;;
R1213;3-9-2015;15:06;0;6,237273875;0;0;0;0;0;0;0;0;0;3,118636937;3,118636937;0;;;;
R1213;4-9-2015;15:06;21,76999181;9,355910812;1,337635304;0;0;0;0;0;10,1448556;2,02897112;4,057942241;8,115884482;6,086913361;2,02897112;;;;
R1213;7-9-2015;15:06;36,28331969;0;0;0,39375;0,062863815;0;0;0;4,792165239;1,597388413;0;23,9608262;3,194776826;3,194776826;;;;
R1213;8-9-2015;15:06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1213;9-9-2015;15:06;36,28331969;3,118636937;0;0,39375;0;0;0;0;12,66227029;1,808895756;0;12,66227029;7,235583022;5,426687267;;;;
R1213;10-9-2015;15:06;74,38080536;3,118636937;0;0,7875;0;0;0;0;10,67549213;1,779248688;0;8,896243442;7,116994754;49,81896328;;;;
R1213;11-9-2015;15:06;76,19497134;12,47454775;5,350541216;0;0;0;0;0;24,44521568;0;13,16280844;11,28240724;28,20601809;16,92361086;;;;
R1213;14-9-2015;15:06;38,09748567;12,47454775;2,675270608;1,18125;0,031431908;0;0;0;8,783868699;3,51354748;1,75677374;15,81096366;15,81096366;8,783868699;;;;
R1213;15-9-2015;15:06;68,9383074;3,118636937;1,337635304;0;0;0;0;0;20,1835094;1,834864491;3,669728982;18,34864491;20,1835094;9,174322456;;;;
R1213;16-9-2015;15:06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1213;17-9-2015;15:06;29,02665575;6,237273875;0;0;0;0;0;0;9,795536007;5,877321604;1,959107201;1,959107201;11,75464321;3,918214403;;;;
R1213;18-9-2015;15:06;3,628331969;3,118636937;1,337635304;0;0;0;0;0;0;2,021151052;0;4,042302105;0;2,021151052;;;;
R1213;21-9-2015;15:06;41,72581764;9,355910812;2,675270608;1,18125;0,031431908;0;0;0;12,02461771;3,43560506;1,71780253;17,1780253;10,30681518;10,30681518;;;;
R1213;22-9-2015;15:06;0;0;0;1,96875;0;0;0;0;0;0;0;0;1,96875;0;;;;
R1213;23-9-2015;15:06;25,39832378;12,47454775;1,337635304;0,39375;0;0;0;0;11,88127705;7,920851367;0;7,920851367;11,88127705;0;;;;
R1213;24-9-2015;15:06;59,86747748;3,118636937;4,012905912;0,7875;0;0;0;0;22,59550678;1,738115906;5,214347718;8,69057953;24,33362268;5,214347718;;;;
R1213;25-9-2015;15:06;21,76999181;6,237273875;0;0;0;0;0;0;8,00207591;0;4,001037955;6,001556933;4,001037955;6,001556933;;;;
R1213;28-9-2015;15:06;36,28331969;3,118636937;0;0;0,031431908;0,273089711;0;0;3,308873187;3,308873187;0;8,272182967;3,308873187;21,50767571;;;;
R1213;29-9-2015;15:06;21,76999181;3,118636937;0;1,18125;0;0;0;0;4,888102265;0;0;9,776204531;4,888102265;6,517469687;;;;
R1213;30-9-2015;15:06;21,76999181;9,355910812;0;0;0;0;0;0;6,225180525;4,15012035;2,075060175;10,37530087;4,15012035;4,15012035;;;;
R1215;2-9-2015;15:10;27,21248976;15,59318469;0;0;0;0;0;0;2,140283723;0;0;21,40283723;17,12226978;2,140283723;;;;
R1215;4-9-2015;15:10;9,070829922;0;0;0;0;0;0;0;5,442497953;0;0;1,814165984;1,814165984;0;;;;
R1215;7-9-2015;15:10;47,16831559;3,118636937;1,337635304;0;0,031431908;0;0;0;14,24993648;3,56248412;1,78124206;16,03117854;14,24993648;1,78124206;;;;
R1215;8-9-2015;15:10;56,23914551;6,237273875;1,337635304;0;0;0;0;0;15,01507169;3,753767923;0;3,753767923;30,03014338;11,26130377;;;;
R1215;9-9-2015;15:10;27,21248976;18,71182162;1,337635304;0,39375;0,031431908;0;0;0;3,973927383;5,960891075;1,986963692;7,947854767;13,90874584;13,90874584;;;;
R1215;10-9-2015;15:10;16,32749386;0;0;0;0;0;0;0;7,256663937;0;1,814165984;3,628331969;1,814165984;1,814165984;;;;
R1215;11-9-2015;15:10;45,35414961;18,71182162;0;0;0;0;0;0;12,3998654;4,133288467;2,066644233;4,133288467;33,06630773;8,266576933;;;;
R1215;14-9-2015;15:10;25,39832378;3,118636937;0;0;0;0;0;0;3,802261429;5,703392144;0;5,703392144;11,40678429;1,901130715;;;;
R1215;15-9-2015;15:10;3,628331969;31,18636937;8,025811823;5,5125;0,094295723;0;0;0;1,384208825;0;2,768417651;5,536835301;34,60522063;4,152626476;;;;
R1215;16-9-2015;15:10;0;3,118636937;0;0;0;0;0;0;0;3,118636937;0;0;0;0;;;;
R1215;17-9-2015;15:10;32,65498772;12,47454775;0;0,39375;0;0;0;0;9,896366406;1,979273281;1,979273281;5,937819843;21,77200609;3,958546562;;;;
R1215;18-9-2015;15:10;41,72581764;3,118636937;1,337635304;0;0;0;0;0;14,77826876;0;1,847283595;16,62555236;11,08370157;1,847283595;;;;
R1215;21-9-2015;15:10;38,09748567;3,118636937;0;0,39375;0;0;0;0;7,236499584;12,66387427;1,809124896;9,04562448;7,236499584;3,618249792;;;;
R1215;22-9-2015;15:10;58,0533115;12,47454775;0;0,39375;0;0;0;0;5,75040075;3,8336005;0;30,668804;23,001603;7,667201;;;;
R1215;23-9-2015;15:10;7,256663937;6,237273875;0;0;0;0;0;0;8,995958541;0;0;2,248989635;2,248989635;0;;;;
R1215;24-9-2015;15:10;0;12,47454775;0;0,39375;0;0;0;0;0;0;0;2,57365955;7,72097865;2,57365955;;;;
R1215;25-9-2015;15:10;34,4691537;0;2,675270608;0,39375;0;0;0;0;6,825122602;3,412561301;0;10,2376839;11,94396455;5,118841951;;;;
R1215;28-9-2015;15:10;61,68164347;12,47454775;0;0;0;0;0;0;21,46626588;0;0;31,22365946;3,902957432;17,56330845;;;;
R1215;29-9-2015;15:10;48,98248158;3,118636937;0;0,7875;0;0;0;0;7,051815802;5,288861851;1,76295395;17,6295395;14,1036316;7,051815802;;;;
R1215;30-9-2015;15:10;36,28331969;6,237273875;0;0;0;0;0;0;3,865508506;0;0;11,59652552;5,798262758;21,26029678;;;;
R1217;2-9-2015;15:14;56,23914551;3,118636937;0;0;0;0;0;0;9,274653508;0;0;35,24368333;14,83944561;0;;;;
R1217;3-9-2015;15:14;25,39832378;6,237273875;4,012905912;0,39375;0;0;0;0;3,604225357;5,406338035;0;10,81267607;10,81267607;5,406338035;;;;
R1217;4-9-2015;15:14;0;9,355910812;0;0;0;0;0;0;0;0;0;3,118636937;3,118636937;3,118636937;;;;
R1217;7-9-2015;15:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1217;8-9-2015;15:14;16,32749386;0;2,675270608;2,3625;0;0;0;0;2,513560525;1,256780263;1,256780263;5,027121051;8,797461839;2,513560525;;;;
R1217;9-9-2015;15:14;19,95582583;3,118636937;0;0;0;0;0;0;5,768615691;0;0;5,768615691;11,53723138;0;;;;
R1217;10-9-2015;15:14;123,3632869;18,71182162;5,350541216;0,39375;0;0;0;0;41,16489614;3,742263285;3,742263285;7,484526571;71,10300242;20,58244807;;;;
R1217;11-9-2015;15:14;0;3,118636937;0;0;0;0;0;0;3,118636937;0;0;0;0;0;;;;
R1217;14-9-2015;15:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1217;15-9-2015;15:14;52,61081354;12,47454775;0;0;0,031431908;0,136544856;0;0;7,457524349;7,457524349;3,728762175;20,50819196;18,64381087;7,457524349;;;;
R1217;16-9-2015;15:14;21,76999181;15,59318469;0;0;0;0;0;0;2,197833912;6,593501735;4,395667823;13,18700347;4,395667823;6,593501735;;;;
R1217;17-9-2015;15:14;41,72581764;6,237273875;0;0;0;0;0;0;15,34818928;5,755570982;7,674094642;7,674094642;7,674094642;3,837047321;;;;
R1217;18-9-2015;15:14;14,51332787;6,237273875;0;0;0;0;0;0;4,15012035;0;2,075060175;4,15012035;2,075060175;8,3002407;;;;
R1217;21-9-2015;15:14;30,84082173;6,237273875;0;0;0;0;0;0;3,902957432;0;0;13,66035101;15,61182973;3,902957432;;;;
R1217;22-9-2015;15:14;27,21248976;21,83045856;4,012905912;1,18125;0;0;0;0;11,62223662;1,937039437;0;21,30743381;17,43335493;1,937039437;;;;
R1217;23-9-2015;15:14;0;0;0;0,39375;0;0;0;0;0;0;0;0,39375;0;0;;;;
R1217;24-9-2015;15:14;1,814165984;3,118636937;0;0;0;0;0;0;2,466401461;0;0;0;2,466401461;0;;;;
R1217;25-9-2015;15:14;25,39832378;0;1,337635304;0;0;0;0;0;10,69438363;0;1,782397272;7,129589089;5,347191817;1,782397272;;;;
R1217;28-9-2015;15:14;41,72581764;0;0;0;0;0;0;0;1,814165984;10,88499591;1,814165984;7,256663937;16,32749386;3,628331969;;;;
R1217;29-9-2015;15:14;23,5841578;3,118636937;0;2,3625;0;0;0;0;2,906529473;0;0;11,62611789;14,53264737;0;;;;
R1217;30-9-2015;15:14;45,35414961;9,355910812;0;1,575;0;0;0;0;7,035632552;5,276724414;1,758908138;1,758908138;14,0712651;26,38362207;;;;
R1219;2-9-2015;15:19;56,23914551;3,118636937;0;0;0;0;0;0;7,419722806;1,854930702;0;35,24368333;12,98451491;1,854930702;;;;
R1219;3-9-2015;15:19;125,1774529;9,355910812;2,675270608;0,39375;0,031431908;0;0;0;43,46331039;10,8658276;0;32,59748279;41,65233913;9,054856332;;;;
R1219;4-9-2015;15:19;12,69916189;0;0;0;0;0;0;0;1,814165984;0;1,814165984;3,628331969;3,628331969;1,814165984;;;;
R1219;7-9-2015;15:19;58,0533115;18,71182162;0;0;0;0;0;0;20,20135082;2,020135082;0;28,28189115;26,26175607;0;;;;
R1219;8-9-2015;15:19;0;0;0;0,7875;0;0;0;0;0;0;0;0;0,7875;0;;;;
R1219;9-9-2015;15:19;65,30997543;9,355910812;0;0;0;0;0;0;21,05960894;5,743529711;1,914509904;5,743529711;34,46117827;5,743529711;;;;
R1219;10-9-2015;15:19;65,30997543;6,237273875;1,337635304;0;0;0;0;0;20,55727515;0;3,73768639;24,29496154;20,55727515;3,73768639;;;;
R1219;11-9-2015;15:19;61,68164347;21,83045856;0;0;0;0;0;0;16,2950443;4,073761075;4,073761075;12,22128322;12,22128322;34,62696913;;;;
R1219;14-9-2015;15:19;0;9,355910812;1,337635304;0,39375;0;0;0;0;2,217459223;0;0;2,217459223;4,434918446;2,217459223;;;;
R1219;15-9-2015;15:19;27,21248976;12,47454775;2,675270608;0,39375;0;0;0;0;9,717285937;1,943457187;0;11,66074312;19,43457187;0;;;;
R1219;16-9-2015;15:19;30,84082173;6,237273875;0;0;0;0;0;0;17,56330845;1,951478716;0;9,757393581;7,805914865;0;;;;
R1219;17-9-2015;15:19;70,75247339;15,59318469;2,675270608;0;0;0;0;0;15,48190064;15,48190064;0;25,15808854;27,09332612;5,80571274;;;;
R1219;18-9-2015;15:19;36,28331969;0;0;0;0;0;0;0;9,070829922;1,814165984;0;10,88499591;7,256663937;7,256663937;;;;
R1219;21-9-2015;15:19;36,28331969;6,237273875;0;0;0;0;0;0;9,663771264;5,798262758;0;7,731017011;11,59652552;7,731017011;;;;
R1219;22-9-2015;15:19;23,5841578;0;1,337635304;2,75625;0;0;0;0;7,908012314;0;0;3,954006157;13,18002052;2,636004105;;;;
R1219;23-9-2015;15:19;50,79664756;12,47454775;0;0;0;0;0;0;11,86334912;7,908899414;3,954449707;13,84057397;21,74947339;3,954449707;;;;
R1219;24-9-2015;15:19;16,32749386;15,59318469;0;0;0,12572763;0,136544856;0;0;3,387679056;0;0;5,081518584;16,93839528;6,775358112;;;;
R1219;25-9-2015;15:19;14,51332787;6,237273875;0;0;0;0;0;0;8,3002407;2,075060175;0;2,075060175;8,3002407;0;;;;
R1219;28-9-2015;15:19;27,21248976;3,118636937;0;0;0;0;0;0;7,582781675;1,895695419;1,895695419;7,582781675;9,478477094;1,895695419;;;;
R1219;29-9-2015;15:19;38,09748567;6,237273875;2,675270608;0;0,031431908;0;0;0;1,809287002;0;1,809287002;19,90215703;7,237148009;16,28358302;;;;
R1219;30-9-2015;15:19;36,28331969;3,118636937;1,337635304;0;0;0;0;0;11,1107978;0;0;3,703599266;20,36979596;5,555398899;;;;
R1221;2-9-2015;15:23;81,63746929;24,9490955;8,025811823;0;0;0;0;0;19,42582655;3,885165309;0;56,33489698;21,3684092;13,59807858;;;;
R1221;3-9-2015;15:23;78,00913733;6,237273875;0;0;0;0;0;0;7,488569884;3,744284942;3,744284942;39,31499189;22,46570965;7,488569884;;;;
R1221;4-9-2015;15:23;29,02665575;3,118636937;0;0;0;0;0;0;17,01809613;1,89089957;1,89089957;1,89089957;7,563598279;1,89089957;;;;
R1221;7-9-2015;15:23;94,33663118;9,355910812;1,337635304;0;0;0;0;0;26,25754432;5,626616641;0;50,63954977;22,50646656;0;;;;
R1221;8-9-2015;15:23;23,5841578;3,118636937;0;0,39375;0;0;0;0;9,032181578;0;0;3,612872631;12,64505421;1,806436316;;;;
R1221;9-9-2015;15:23;16,32749386;6,237273875;0;0;0;0;0;0;0;0;0;10,25671261;10,25671261;2,051342521;;;;
R1221;10-9-2015;15:23;21,76999181;0;0;0,39375;0;0;0;0;5,114709649;5,114709649;0;5,114709649;6,819612865;0;;;;
R1221;11-9-2015;15:23;14,51332787;0;0;0;0;0;0;0;5,442497953;0;0;0;7,256663937;1,814165984;;;;
R1221;14-9-2015;15:23;68,9383074;3,118636937;1,337635304;0;0,031431908;0;0;0;16,11790497;1,790878331;1,790878331;17,90878331;25,07229663;10,74526998;;;;
R1221;15-9-2015;15:23;29,02665575;6,237273875;0;0;0;0;0;0;7,836428805;1,959107201;0;11,75464321;13,71375041;0;;;;
R1221;16-9-2015;15:23;30,84082173;3,118636937;1,337635304;0;0;0;0;0;3,715483576;0;0;11,14645073;14,86193431;5,573225364;;;;
R1221;17-9-2015;15:23;19,95582583;3,118636937;0;0;0;0;0;0;5,768615691;7,691487588;0;5,768615691;1,922871897;1,922871897;;;;
R1221;18-9-2015;15:23;10,88499591;6,237273875;0;0;0;0;0;0;8,56113489;0;0;4,280567445;4,280567445;0;;;;
R1221;21-9-2015;15:23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1221;22-9-2015;15:23;18,14165984;0;0;0;0;0;0;0;1,814165984;0;1,814165984;5,442497953;9,070829922;0;;;;
R1221;23-9-2015;15:23;43,53998362;3,118636937;0;0;0;0;0;0;7,46537929;7,46537929;1,866344822;20,52979305;9,331724112;0;;;;
R1221;24-9-2015;15:23;25,39832378;6,237273875;1,337635304;0;0;0;0;0;7,758407755;1,939601939;0;5,818805816;7,758407755;9,698009694;;;;
R1221;25-9-2015;15:23;19,95582583;6,237273875;0;0,39375;0;0;0;0;7,596242772;0;0;15,19248554;3,798121386;0;;;;
R1221;28-9-2015;15:23;29,02665575;0;0;0;0;0;0;0;5,442497953;0;0;1,814165984;1,814165984;19,95582583;;;;
R1221;29-9-2015;15:23;29,02665575;0;0;0;0;0;0;0;5,442497953;0;0;3,628331969;5,442497953;14,51332787;;;;
R1221;30-9-2015;15:23;27,21248976;3,118636937;0;0;0;0;0;0;1,895695419;5,687086257;0;11,37417251;5,687086257;5,687086257;;;;
R1223;2-9-2015;15:27;16,32749386;0;0;0,39375;0;0;0;0;3,344248772;5,016373158;0;5,016373158;1,672124386;1,672124386;;;;
R1223;3-9-2015;15:27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1223;4-9-2015;15:27;30,84082173;0;1,337635304;0;0;0;0;0;7,15076823;7,15076823;1,787692058;12,5138444;3,575384115;0;;;;
R1223;8-9-2015;15:27;41,72581764;0;0;1,96875;0;0;0;0;15,60520273;0;0;7,802601364;14,04468246;6,242081091;;;;
R1223;9-9-2015;15:27;41,72581764;6,237273875;0;0;0;0;0;0;15,34818928;3,837047321;0;17,26671294;11,51114196;0;;;;
R1223;10-9-2015;15:27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1223;11-9-2015;15:27;3,628331969;0;0;0;0;0;0;0;0;0;0;3,628331969;0;0;;;;
R1223;14-9-2015;15:27;61,68164347;6,237273875;0;0;0;0;0;0;15,09309274;3,773273186;0;26,4129123;20,75300252;1,886636593;;;;
R1223;15-9-2015;15:27;0;9,355910812;0;0,39375;0;0;0;0;0;2,437415203;0;7,312245609;0;0;;;;
R1223;16-9-2015;15:27;41,72581764;15,59318469;2,675270608;0,39375;0;0;0;0;17,53200666;1,94800074;0;21,42800814;11,68800444;7,792002959;;;;
R1223;17-9-2015;15:27;1,814165984;3,118636937;0;0;0;0;0;0;0;2,466401461;0;0;0;2,466401461;;;;
R1223;18-9-2015;15:27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1223;21-9-2015;15:27;43,53998362;0;0;0;0;0;0;0;3,628331969;1,814165984;1,814165984;7,256663937;25,39832378;3,628331969;;;;
R1223;22-9-2015;15:27;45,35414961;0;0;0;0;0;0;0;7,256663937;1,814165984;0;12,69916189;21,76999181;1,814165984;;;;
R1223;23-9-2015;15:27;21,76999181;6,237273875;0;0,39375;0;0;0;0;7,573604183;0;0;11,36040627;3,786802092;5,680203137;;;;
R1223;24-9-2015;15:27;70,75247339;3,118636937;1,337635304;0,39375;0;0;0;0;21,60071304;3,600118839;1,80005942;7,200237679;27,0008913;14,40047536;;;;
R1223;25-9-2015;15:27;14,51332787;0;2,675270608;0;0;0;0;0;6,875439393;1,718859848;0;3,437719696;5,156579545;0;;;;
R1223;28-9-2015;15:27;34,4691537;3,118636937;1,337635304;0;0;0,136544856;0;0;17,75544127;0;0;0;14,20435302;7,102176509;;;;
R1223;29-9-2015;15:27;41,72581764;9,355910812;0;0;0;0;0;0;13,75277304;1,964681863;1,964681863;9,823409317;17,68213677;5,89404559;;;;
R1223;30-9-2015;15:27;14,51332787;3,118636937;1,337635304;0,7875;0;0;0;0;8,232125048;0;0;4,939275029;3,292850019;3,292850019;;;;
R1225;2-9-2015;15:32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1225;3-9-2015;15:32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1225;4-9-2015;15:32;58,0533115;9,355910812;0;0;0;0;0;0;19,2597778;13,48184446;0;26,96368892;7,703911121;0;;;;
R1225;7-9-2015;15:32;32,65498772;3,118636937;1,337635304;0,39375;0;0;0;0;10,71571713;1,785952855;0;19,64548141;5,357858566;0;;;;
R1225;8-9-2015;15:32;39,91165165;12,47454775;2,675270608;1,575;0;0;0;0;12,38922782;3,539779376;1,769889688;12,38922782;21,23867625;5,309669064;;;;
R1225;9-9-2015;15:32;48,98248158;9,355910812;0;0;0;0;0;0;7,778452318;1,94461308;0;29,16919619;15,55690464;3,889226159;;;;
R1225;10-9-2015;15:32;38,09748567;9,355910812;0;0;0;0;0;0;19,77224853;1,977224853;0;3,954449707;5,93167456;15,81779883;;;;
R1225;11-9-2015;15:32;0;6,237273875;0;0;0;0;0;0;0;0;0;0;0;6,237273875;;;;
R1225;14-9-2015;15:32;48,98248158;9,355910812;1,337635304;0,39375;0;0;0;0;16,89462498;1,877180553;3,754361106;15,01744442;18,77180553;3,754361106;;;;
R1225;15-9-2015;15:32;14,51332787;9,355910812;0;1,575;0;0;0;0;1,696282579;0;5,088847737;11,87397805;5,088847737;1,696282579;;;;
R1225;16-9-2015;15:32;67,12414142;28,06773244;1,337635304;0;0;0;0;0;12,32291606;4,107638688;8,215277375;41,07638688;26,69965147;4,107638688;;;;
R1225;17-9-2015;15:32;65,30997543;12,47454775;0;0;0,031431908;0;0;0;20,87745137;20,87745137;0;17,08155112;15,18360099;3,795900248;;;;
R1225;18-9-2015;15:32;18,14165984;6,237273875;0;0;0;0;0;0;6,094733429;0;0;4,06315562;10,15788905;4,06315562;;;;
R1225;21-9-2015;15:32;30,84082173;0;0;0;0;0;0;0;9,070829922;1,814165984;0;7,256663937;9,070829922;3,628331969;;;;
R1225;22-9-2015;15:32;0;3,118636937;0;0;0;0;0;0;3,118636937;0;0;0;0;0;;;;
R1225;23-9-2015;15:32;3,628331969;3,118636937;0;0;0;0;0;0;2,248989635;0;0;2,248989635;0;2,248989635;;;;
R1225;24-9-2015;15:32;10,88499591;18,71182162;0;0;0;0;0;0;7,399204382;0;0;2,466401461;12,3320073;7,399204382;;;;
R1225;25-9-2015;15:32;23,5841578;3,118636937;1,337635304;0,39375;0;0;0;0;7,108545009;0;1,777136252;7,108545009;8,885681262;3,554272505;;;;
R1225;28-9-2015;15:32;47,16831559;6,237273875;1,337635304;0;0,031431908;0;0;0;16,432397;1,825821889;0;14,60657511;20,08404078;1,825821889;;;;
R1225;29-9-2015;15:32;36,28331969;0;0;0;0;0;0;0;1,814165984;3,628331969;3,628331969;23,5841578;0;3,628331969;;;;
R1225;30-9-2015;15:32;48,98248158;6,237273875;0;0;0;0;0;0;3,808258997;0;0;13,32890649;0;38,08258997;;;;
R1227;2-9-2015;15:36;16,32749386;0;0;0;0;0;0;0;3,628331969;1,814165984;0;9,070829922;1,814165984;0;;;;
R1227;3-9-2015;15:36;10,88499591;24,9490955;0;0;0;0;0;0;5,119155915;0;0;5,119155915;15,35746774;10,23831183;;;;
R1227;4-9-2015;15:36;0;6,237273875;0;0;0;0;0;0;3,118636937;0;0;0;3,118636937;0;;;;
R1227;7-9-2015;15:36;34,4691537;6,237273875;0;0,39375;0;0;0;0;18,6818989;0;1,86818989;11,20913934;9,340949449;0;;;;
R1227;8-9-2015;15:36;50,79664756;6,237273875;1,337635304;0;0;0;0;0;30,12725509;7,531813773;0;11,29772066;5,64886033;3,765906886;;;;
R1227;9-9-2015;15:36;23,5841578;18,71182162;1,337635304;0;0;0;0;0;15,27176515;4,363361472;0;6,545042209;4,363361472;13,09008442;;;;
R1227;10-9-2015;15:36;0;3,118636937;0;0;0;0;0;0;0;0;0;0;0;3,118636937;;;;
R1227;11-9-2015;15:36;38,09748567;6,237273875;1,337635304;0;0;0;0;0;3,806032904;1,903016452;0;0;22,83619742;17,12714807;;;;
R1227;14-9-2015;15:36;12,69916189;0;0;0;0;0;0;0;0;1,814165984;1,814165984;9,070829922;0;0;;;;
R1227;15-9-2015;15:36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1227;16-9-2015;15:36;1,814165984;0;0;0;0;0;0;0;0;0;0;1,814165984;0;0;;;;
R1227;17-9-2015;15:36;10,88499591;3,118636937;0;0;0;0;0;0;10,00259489;0;0;0;2,000518978;2,000518978;;;;
R1227;18-9-2015;15:36;48,98248158;12,47454775;1,337635304;0;0;0;0;0;39,24666539;5,886999809;0;5,886999809;9,811666348;1,96233327;;;;
R1227;21-9-2015;15:36;23,5841578;6,237273875;0;0;0,031431908;0;0;0;5,597411921;3,731607947;0;3,731607947;9,329019868;7,463215895;;;;
