;;;CS Centrumzijde;Bleekstraat;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU;CS Centrumzijde;Bleekstraat;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU;;;;
R1103;18-9-2015;10:45;74,38080536;18,71182162;0;0,39375;0,062863815;0;0;0;5,612954448;1,870984816;1,870984816;28,06477224;43,03265077;13,09689371;;;;
R1103;21-9-2015;10:45;114,292457;18,71182162;0;0;0;0;0;0;25,05877713;1,927598241;3,855196482;44,33475955;55,90034899;1,927598241;;;;
R1103;22-9-2015;10:45;156,0182747;24,9490955;0;0;0;0;0;0;44,27925014;5,775554366;11,55110873;59,68072845;50,05480451;9,625923944;;;;
R1103;23-9-2015;10:45;163,2749386;9,355910812;0;0,39375;0;0,136544856;0;0;47,39147106;0;12,75924221;54,68246661;51,03696883;7,290995548;;;;
R1103;24-9-2015;10:45;181,4165984;3,118636937;0;0;0;0;0;0;25,57914154;7,308326153;9,135407691;87,69991384;51,15828307;3,654163077;;;;
R1103;25-9-2015;10:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1103;28-9-2015;10:45;159,6466066;15,59318469;0;0;0;0;0;0;26,38018364;1,884298831;5,652896494;67,83475792;65,95045909;7,537195325;;;;
R1103;29-9-2015;10:45;183,2307644;12,47454775;0;0;0;0,273089711;0;0;67,76823242;0;1,831573849;56,77878933;62,27351088;7,326295397;;;;
R1103;30-9-2015;10:45;203,1865902;18,71182162;0;0,7875;0;0;0;0;35,25860271;5,567147797;14,84572746;77,94006915;77,94006915;11,13429559;;;;
R1105;2-9-2015;10:50;63,49580945;6,237273875;2,675270608;0;0;0;0;0;25,99274244;1,85662446;1,85662446;18,5662446;16,70962014;7,426497839;;;;
R1105;3-9-2015;10:50;328,3640432;6,237273875;4,012905912;0;0,031431908;0;0;0;27,16408996;7,243757323;16,29845398;135,8204498;141,2532678;10,86563598;;;;
R1105;7-9-2015;10:50;9,070829922;3,118636937;0;0;0;0;0;0;0;0;0;4,06315562;6,094733429;2,03157781;;;;
R1105;8-9-2015;10:50;78,00913733;6,237273875;0;0;0;0;0;0;18,72142471;0;1,872142471;13,1049973;3,744284942;46,80356178;;;;
R1105;9-9-2015;10:50;105,2216271;6,237273875;4,012905912;2,75625;0;0;0;0;28,7125281;3,377944482;1,688972241;35,46841706;38,84636155;10,13383345;;;;
R1105;10-9-2015;10:50;123,3632869;0;0;0;0;0;0;0;27,21248976;5,442497953;1,814165984;47,16831559;36,28331969;5,442497953;;;;
R1105;11-9-2015;10:50;116,106623;9,355910812;1,337635304;0;0;0;0;0;35,42945902;1,864708369;1,864708369;55,94125108;26,10591717;5,594125108;;;;
R1105;14-9-2015;10:50;114,292457;9,355910812;4,012905912;0;0;0;0;0;16,65147049;1,850163387;9,250816937;42,55375791;57,35506501;0;;;;
R1105;15-9-2015;10:50;228,584914;12,47454775;1,337635304;0,7875;0;0;0;0;43,88293481;5,485366851;3,656911234;106,0504258;73,13822468;10,9707337;;;;
R1105;16-9-2015;10:50;10,88499591;9,355910812;1,337635304;0,39375;0;0;0;0;9,987405464;1,997481093;0;3,994962186;3,994962186;1,997481093;;;;
R1105;17-9-2015;10:50;0;21,83045856;5,350541216;0,39375;0;0;0;0;0;0;2,297895815;11,48947907;13,78737489;0;;;;
R1105;18-9-2015;10:50;141,5049468;12,47454775;0;0;0;0;0;0;0;0;3,755597427;39,43377299;105,156728;5,633396141;;;;
R1105;21-9-2015;10:50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1105;22-9-2015;10:50;110,664125;9,355910812;2,675270608;0,7875;0;0;0;0;36,31847249;0;1,815923624;52,66178511;32,68662524;0;;;;
R1105;23-9-2015;10:50;101,5932951;21,83045856;0;0;0;0;0;0;31,34571522;3,918214403;3,918214403;37,22303682;27,42750082;19,59107201;;;;
R1105;24-9-2015;10:50;116,106623;12,47454775;0;0;0,031431908;0;0;0;24,23135992;3,727901526;5,591852289;55,91852289;37,27901526;1,863950763;;;;
R1105;25-9-2015;10:50;76,19497134;6,237273875;2,675270608;0,39375;0;0;0;0;16,37258282;1,819175869;1,819175869;18,19175869;43,66022085;3,638351737;;;;
R1105;29-9-2015;10:50;150,5757767;3,118636937;0;1,18125;0;0;0;0;26,70270063;1,780180042;8,900900209;48,06486113;55,1855813;14,24144033;;;;
R1105;30-9-2015;10:50;136,0624488;15,59318469;2,675270608;0,39375;0;0;0;0;22,36982951;0;5,592457378;52,19626886;65,24533607;9,320762296;;;;
R1107;2-9-2015;10:54;36,28331969;0;0;0;0;0;0;0;9,070829922;1,814165984;1,814165984;9,070829922;14,51332787;0;;;;
R1107;3-9-2015;10:54;121,5491209;3,118636937;0;0;0;0;0;0;14,66679505;5,500048142;5,500048142;55,00048142;38,50033699;5,500048142;;;;
R1107;4-9-2015;10:54;186,8590964;0;0;0;0;0;0;0;183,2307644;0;0;0;0;3,628331969;;;;
R1107;7-9-2015;10:54;181,4165984;12,47454775;0;0;0;0;0;0;46,6084486;1,864337944;5,593013832;67,11616599;65,25182804;7,457351776;;;;
R1107;8-9-2015;10:54;50,79664756;9,355910812;4,012905912;2,75625;0;0;0;0;3,264473868;1,632236934;1,632236934;22,85131707;32,64473868;4,896710801;;;;
R1107;9-9-2015;10:54;41,72581764;9,355910812;0;1,18125;0;0;0;0;10,81303002;3,604343341;0;21,62606005;12,6152017;3,604343341;;;;
R1107;10-9-2015;10:54;272,1248976;9,355910812;4,012905912;0,7875;0;0;0;0;27,1785963;1,81190642;16,30715778;92,40722742;99,6548531;48,92147334;;;;
R1107;11-9-2015;10:54;87,07996725;3,118636937;2,675270608;1,18125;0;0;0;0;5,225284711;0;6,967046281;43,54403926;36,57699297;1,74176157;;;;
R1107;14-9-2015;10:54;107,0357931;0;0;0,39375;0;0;0;0;17,90492385;0;0;46,552802;32,22886292;10,74295431;;;;
R1107;15-9-2015;10:54;212,2574202;12,47454775;1,337635304;1,18125;0;0;0;0;29,08810921;9,090034129;1,818006826;87,26432764;89,08233446;10,90804095;;;;
R1107;16-9-2015;10:54;52,61081354;9,355910812;0;1,96875;0,031431908;0;0;0;11,78337747;1,683339639;0;28,61677386;10,10003783;11,78337747;;;;
R1107;17-9-2015;10:54;130,6199509;3,118636937;0;0;0;0;0;0;42,13681534;3,664070899;1,832035449;51,29699258;34,80867354;0;;;;
R1107;18-9-2015;10:54;70,75247339;9,355910812;4,012905912;0;0;0;0;0;22,43234403;0;5,608086007;20,56298203;26,17106803;9,346810012;;;;
R1107;21-9-2015;10:54;108,8499591;0;0;0;0;0;0;0;108,8499591;0;0;0;0;0;;;;
R1107;22-9-2015;10:54;194,1157603;3,118636937;0;0;0;0;0;0;14,60995535;3,652488838;7,304977676;104,0959319;67,57104351;0;;;;
R1107;23-9-2015;10:54;126,9916189;6,237273875;2,675270608;1,18125;0;0;0;0;10,68198026;5,340990132;0;60,53122149;56,97056141;3,560660088;;;;
R1107;24-9-2015;10:54;0;3,118636937;1,337635304;0,7875;0;0;0;0;0;0;0;1,31094306;3,932829181;0;;;;
R1107;25-9-2015;10:54;16,32749386;3,118636937;0;0,39375;0;0;0;0;1,803625527;0;1,803625527;5,410876581;7,214502108;3,607251054;;;;
R1107;28-9-2015;10:54;201,3724243;0;0;0;0;0;0;0;21,76999181;5,442497953;5,442497953;79,82330331;72,56663937;16,32749386;;;;
R1107;29-9-2015;10:54;105,2216271;12,47454775;5,350541216;0;0;0;0;0;26,10081856;0;0;41,01557202;22,37213019;33,55819529;;;;
R1107;30-9-2015;10:54;139,6907808;12,47454775;0;1,18125;0,031431908;0;0;0;14,43557745;0;0;45,11117954;43,30673236;50,52452109;;;;
R1109;2-9-2015;10:59;70,75247339;6,237273875;1,337635304;0,39375;0;0;0;0;5,49217204;0;1,830724013;34,78375625;31,12230822;5,49217204;;;;
R1109;3-9-2015;10:59;39,91165165;6,237273875;1,337635304;1,96875;0;0;0;0;4,945531083;0;9,891062167;13,18808289;18,13361397;3,297020722;;;;
R1109;7-9-2015;10:59;3,628331969;0;0;0;0;0;0;0;3,628331969;0;0;0;0;0;;;;
R1109;8-9-2015;10:59;132,4341169;9,355910812;0;0,7875;0;0;0;0;16,45125319;3,655834043;3,655834043;80,42834894;27,41875532;10,96750213;;;;
R1109;9-9-2015;10:59;154,2041087;6,237273875;1,337635304;0,39375;0;0;0;0;21,86599117;3,644331862;7,288663723;74,70880316;54,66497793;0;;;;
R1109;10-9-2015;10:59;85,26580126;6,237273875;0;0,39375;0;0;0;0;11,02761902;5,513809508;1,837936503;14,70349202;51,46222208;7,351746011;;;;
R1109;11-9-2015;10:59;61,68164347;0;1,337635304;0,7875;0;0;0;0;20,69409041;1,724507534;0;15,52056781;22,41859795;3,449015069;;;;
R1109;14-9-2015;10:59;41,72581764;333,6941523;2,675270608;0;0;0;0;0;100,2525259;0;14,32178941;131,7604626;120,3030311;11,45743153;;;;
R1109;15-9-2015;10:59;125,1774529;9,355910812;6,68817652;0,39375;0;0;0;0;0;0;0;38,12719353;92,59461285;10,89348387;;;;
R1109;16-9-2015;10:59;79,82330331;0;6,68817652;0,7875;0;0;0;0;0;0;1,711744703;46,21710697;29,09965994;10,27046822;;;;
R1109;17-9-2015;10:59;117,920789;6,237273875;0;1,96875;0;0;0;0;15,76585161;3,503522579;3,503522579;66,56692901;29,77994192;7,007045159;;;;
R1109;18-9-2015;10:59;41,72581764;6,237273875;0;0;0;0;0;0;1,918523661;1,918523661;0;11,51114196;23,02228393;9,592618303;;;;
R1109;21-9-2015;10:59;0;3,118636937;0;0;0;0;0;0;0;0;0;3,118636937;0;0;;;;
R1109;22-9-2015;10:59;0;6,237273875;0;0,39375;0;0;0;0;2,210341292;0;0;0;4,420682583;0;;;;
R1109;23-9-2015;10:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1109;24-9-2015;10:59;0;3,118636937;0;0;0,031431908;0;0;0;0;0;0;1,575034422;1,575034422;0;;;;
R1109;25-9-2015;10:59;94,33663118;12,47454775;5,350541216;0;0;0;0;0;20,56298203;5,608086007;3,738724005;28,04043004;44,86468806;9,346810012;;;;
R1109;28-9-2015;10:59;145,1332787;3,118636937;5,350541216;0;0;0;0;0;19,87796501;3,614175456;5,421263185;75,89768458;37,94884229;10,84252637;;;;
R1109;29-9-2015;10:59;150,5757767;9,355910812;0;0,39375;0,031431908;0;0;0;32,80026874;5,466711457;3,644474305;83,82290901;29,15579444;5,466711457;;;;
R1109;30-9-2015;10:59;105,2216271;0;0;0;0;0,819269134;0;0;11,59822302;1,656889003;0;9,941334021;18,22577904;64,61867114;;;;
R1111;2-9-2015;11:04;18,14165984;9,355910812;2,675270608;0;0;0;0;0;6,034568253;2,011522751;2,011522751;16,09218201;2,011522751;2,011522751;;;;
R1111;3-9-2015;11:04;68,9383074;9,355910812;0;0;0;0;0;0;13,36730555;1,909615078;0;47,74037696;11,45769047;3,819230157;;;;
R1111;4-9-2015;11:04;29,02665575;6,237273875;9,363447127;1,18125;0;0;0;0;3,272044768;0;3,272044768;14,72420146;22,90431338;1,636022384;;;;
R1111;7-9-2015;11:04;190,4874284;28,06773244;4,012905912;0,7875;0;0;0;0;26,27712549;1,876937535;3,753875071;150,1550028;37,53875071;3,753875071;;;;
R1111;8-9-2015;11:04;56,23914551;6,237273875;0;0;0;0;0;0;5,67967449;1,89322483;1,89322483;30,29159728;22,71869796;0;;;;
R1111;9-9-2015;11:04;117,920789;9,355910812;2,675270608;0,39375;0;0;0;0;12,85098652;3,671710434;1,835855217;64,25493259;40,38881477;7,343420868;;;;
R1111;10-9-2015;11:04;59,86747748;3,118636937;2,675270608;1,18125;0,031431908;0,136544856;0;0;1,634405166;3,268810331;0;37,59131881;21,24726715;3,268810331;;;;
R1111;11-9-2015;11:04;45,35414961;18,71182162;0;0;0;0;0;0;16,53315387;0;2,066644233;24,7997308;18,5997981;2,066644233;;;;
R1111;14-9-2015;11:04;175,9741005;9,355910812;2,675270608;0,39375;0;0;0;0;23,77851859;5,487350444;1,829116815;96,94319117;56,70262125;3,658233629;;;;
R1111;15-9-2015;11:04;79,82330331;40,54228019;0;0;0,031431908;0;0;0;14,53067427;22,83391671;0;47,74364404;31,13715916;4,151621221;;;;
R1111;16-9-2015;11:04;70,75247339;3,118636937;0;0;0;0;0;0;3,693555516;1,846777758;0;31,39522189;33,24199965;3,693555516;;;;
R1111;17-9-2015;11:04;36,28331969;3,118636937;4,012905912;0;0;0;0;0;5,426857817;1,808952606;0;25,32533648;7,235810423;3,617905211;;;;
R1111;18-9-2015;11:04;116,106623;18,71182162;5,350541216;0,7875;0;0;0;0;37,09381206;5,564071809;5,564071809;33,38443086;53,78602749;5,564071809;;;;
R1111;21-9-2015;11:04;85,26580126;9,355910812;5,350541216;0;0;0;0;0;33,32408443;1,851338024;1,851338024;42,58077455;16,66204221;3,702676048;;;;
R1111;22-9-2015;11:04;108,8499591;12,47454775;8,025811823;0;0,031431908;0;0;0;18,22278177;5,46683453;1,822278177;71,06884889;25,51189447;7,289112706;;;;
R1111;23-9-2015;11:04;76,19497134;9,355910812;0;0,39375;0;0;0;0;13,07853098;5,605084706;3,736723137;26,15706196;31,76214667;5,605084706;;;;
R1111;24-9-2015;11:04;81,63746929;6,237273875;0;0;0,031431908;0;0;0;10,98827188;0;3,662757295;40,29033024;29,30205836;3,662757295;;;;
R1111;25-9-2015;11:04;9,070829922;3,118636937;0;0,39375;0;0;0;0;7,190409634;0;1,797602408;1,797602408;0;1,797602408;;;;
R1111;28-9-2015;11:04;78,00913733;18,71182162;0;0,39375;0;0;0;0;11,65376507;0;0;54,38423701;29,13441268;1,942294179;;;;
R1111;29-9-2015;11:04;94,33663118;0;0;0;0;0;0;0;0;0;0;81,63746929;10,88499591;1,814165984;;;;
R1111;30-9-2015;11:04;130,6199509;6,237273875;0;0;0;0;0;0;16,6447976;14,79537565;1,849421956;18,49421956;53,63323672;31,44017325;;;;
R1113;2-9-2015;11:09;1,814165984;268,2027766;0;0;0;0;0;0;43,45100226;3,103643018;6,207286037;133,4566498;77,59107546;6,207286037;;;;
R1113;3-9-2015;11:09;116,106623;28,06773244;4,012905912;0;0;0;0;0;13,6488267;5,849497158;13,6488267;50,69564204;58,49497158;5,849497158;;;;
R1113;4-9-2015;11:09;32,65498772;6,237273875;0;0,39375;0,031431908;0;0;0;8,935782614;1,787156523;0;10,72293914;14,29725218;3,574313045;;;;
R1113;7-9-2015;11:09;136,0624488;0;0;0;0;0;0;0;128,8057849;0;0;0;0;7,256663937;;;;
R1113;8-9-2015;11:09;156,0182747;9,355910812;2,675270608;0;0,094295723;0;0;0;21,4651598;1,788763317;0;73,33929599;64,39547941;7,155053268;;;;
R1113;9-9-2015;11:09;1,814165984;3,118636937;0;0;0;0;0;0;2,466401461;0;0;0;0;2,466401461;;;;
R1113;10-9-2015;11:09;119,734955;0;1,337635304;0;0;0;0;0;28,91285738;9,03526793;1,807053586;39,75517889;34,33401814;7,228214344;;;;
R1113;11-9-2015;11:09;7,256663937;0;4,012905912;0;0;0;0;0;1,60993855;0;0;8,049692749;0;1,60993855;;;;
R1113;14-9-2015;11:09;117,920789;12,47454775;1,337635304;0;0,031431908;0;0;0;24,12587678;1,855836675;1,855836675;63,09844696;37,1167335;3,71167335;;;;
R1113;15-9-2015;11:09;99,77912914;3,118636937;5,350541216;0;0;0;0;0;14,43310764;0;0;66,75312283;27,06207682;0;;;;
R1113;16-9-2015;11:09;201,3724243;53,01682793;4,012905912;0,39375;0;0;0;0;29,40862592;17,64517555;5,881725184;123,5162289;68,62012715;13,72402543;;;;
R1113;17-9-2015;11:09;18,14165984;6,237273875;1,337635304;0,7875;0;0;0;0;3,53387587;0;0;10,60162761;8,834689674;3,53387587;;;;
R1113;18-9-2015;11:09;97,96496315;15,59318469;0;0;0;0;0;0;15,39771496;1,92471437;5,77414311;38,4942874;42,34371614;9,623571851;;;;
R1113;21-9-2015;11:09;112,478291;12,47454775;0;0;0;0;0;0;20,82547313;0;1,89322483;62,47641939;28,39837245;11,35934898;;;;
R1113;22-9-2015;11:09;81,63746929;12,47454775;0;0;0;0;0;0;26,88914773;0;1,920653409;36,49241477;23,04784091;5,761960227;;;;
R1113;23-9-2015;11:09;136,0624488;12,47454775;5,350541216;0;0;0;0;0;27,81100081;0;1,85406672;59,33013505;59,33013505;5,562200161;;;;
R1113;24-9-2015;11:09;47,16831559;0;4,012905912;0;0;0;0;0;8,824348535;1,764869707;1,764869707;19,41356678;15,88382736;3,529739414;;;;
R1113;25-9-2015;11:09;41,72581764;9,355910812;4,012905912;0;0;0;0;0;9,49907489;0;0;17,0983348;26,59740969;1,899814978;;;;
R1113;28-9-2015;11:09;116,106623;0;5,350541216;0;0;0;0;0;14,28907814;1,786134768;0;60,72858211;35,72269536;8,930673839;;;;
R1113;29-9-2015;11:09;250,3549058;28,06773244;4,012905912;0;0;0;0;0;43,30678344;0;0;64,01872335;32,00936167;143,1006757;;;;
R1113;30-9-2015;11:09;175,9741005;0;8,025811823;0;0;0;0;0;12,50484841;1,786406916;1,786406916;39,30095214;46,4465798;82,17471812;;;;
R1115;2-9-2015;11:14;70,75247339;3,118636937;0;0;0;0;0;0;14,77422207;3,693555516;1,846777758;25,85488861;27,70166637;0;;;;
R1115;3-9-2015;11:14;3,628331969;0;0;0;0;0;0;0;0;0;0;3,628331969;0;0;;;;
R1115;4-9-2015;11:14;47,16831559;9,355910812;6,68817652;0;0;0;0;0;5,577564964;3,718376643;11,15512993;18,59188321;20,45107153;3,718376643;;;;
R1115;7-9-2015;11:14;78,00913733;0;0;0;0;0;0;0;16,32749386;0;0;38,09748567;19,95582583;3,628331969;;;;
R1115;8-9-2015;11:14;58,0533115;0;0;0;0;0;0;0;9,070829922;7,256663937;1,814165984;21,76999181;18,14165984;0;;;;
R1115;9-9-2015;11:14;56,23914551;0;0;0;0;0;0;0;12,69916189;7,256663937;0;36,28331969;0;0;;;;
R1115;10-9-2015;11:14;0;0;4,012905912;0;0;0;0;0;0;0;1,337635304;2,675270608;0;0;;;;
R1115;11-9-2015;11:14;3,628331969;0;0;0,39375;0;0;0;0;0;0;0;0;1,34069399;2,681387979;;;;
R1115;14-9-2015;11:14;145,1332787;12,47454775;1,337635304;0;0;0;0;0;35,52898558;5,609839828;1,869946609;54,22845167;54,22845167;7,479786438;;;;
R1115;15-9-2015;11:14;0;3,118636937;0;0;0;0;0;0;0;0;0;3,118636937;0;0;;;;
R1115;16-9-2015;11:14;76,19497134;18,71182162;0;0;0;0;0;0;19,77224853;1,977224853;0;43,49894678;25,70392309;3,954449707;;;;
R1115;17-9-2015;11:14;3,628331969;6,237273875;0;0,39375;0;0;0;0;2,051871169;0;0;6,155613506;2,051871169;0;;;;
R1115;18-9-2015;11:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1115;21-9-2015;11:14;88,89413323;12,47454775;0;0;0;0;0;0;24,86401609;1,912616622;1,912616622;43,99018231;28,68924933;0;;;;
R1115;22-9-2015;11:14;63,49580945;15,59318469;0;0,39375;0;0,409634567;0;0;23,60456644;3,631471759;3,631471759;18,1573588;25,42030231;5,447207639;;;;
R1115;23-9-2015;11:14;90,70829922;0;0;0;0;0;0;0;10,88499591;1,814165984;1,814165984;29,02665575;41,72581764;5,442497953;;;;
R1115;24-9-2015;11:14;30,84082173;6,237273875;1,337635304;0,39375;0;0;0;0;7,392282078;0;0;5,544211559;24,02491675;1,84807052;;;;
R1115;25-9-2015;11:14;145,1332787;6,237273875;0;0,39375;0,031431908;0;0;0;25,29928909;5,421276233;0;45,17730194;68,66949895;7,228368311;;;;
R1115;28-9-2015;11:14;101,5932951;0;0;0;0;0;0;0;14,51332787;0;0;52,61081354;34,4691537;0;;;;
R1115;29-9-2015;11:14;110,664125;9,355910812;0;0;0,031431908;0;0;0;36,93891316;5,540836974;0;27,70418487;40,63280447;9,234728289;;;;
R1115;30-9-2015;11:14;105,2216271;18,71182162;0;0;0;0;0;0;7,745840545;1,936460136;5,809380408;54,22088381;52,28442368;1,936460136;;;;
R1117;2-9-2015;11:18;7,256663937;0;6,68817652;0;0;0;0;0;1,549426717;0;1,549426717;3,098853435;7,747133587;0;;;;
R1117;3-9-2015;11:18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1117;4-9-2015;11:18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1117;7-9-2015;11:18;52,61081354;6,237273875;0;0;0;0;0;0;9,491627003;0;3,796650801;28,47488101;15,18660321;1,898325401;;;;
R1117;8-9-2015;11:18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1117;9-9-2015;11:18;45,35414961;0;0;0,7875;0;0;0;0;0;3,417899971;0;20,50739983;20,50739983;1,708949985;;;;
R1117;10-9-2015;11:18;326,5498772;28,06773244;5,350541216;0,39375;0;0;0;0;78,01649399;11,14521343;22,29042686;124,4548833;118,8822766;5,572606714;;;;
R1117;11-9-2015;11:18;0;12,47454775;0;0;0;0;0;0;0;0;0;3,118636937;6,237273875;3,118636937;;;;
R1117;14-9-2015;11:18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1117;15-9-2015;11:18;47,16831559;9,355910812;6,68817652;0;0;0,136544856;0;0;10,85981962;3,619939873;1,809969937;14,47975949;27,14954905;5,42990981;;;;
R1117;16-9-2015;11:18;148,7616107;15,59318469;2,675270608;0,7875;0;0;0;0;36,88298154;3,688298154;3,688298154;46,10372693;71,921814;5,532447231;;;;
R1117;17-9-2015;11:18;78,00913733;3,118636937;0;0;0;0;0;0;29,50100882;1,843813051;1,843813051;29,50100882;18,43813051;0;;;;
R1117;18-9-2015;11:18;141,5049468;9,355910812;0;0;0;0;0;0;27,93719585;0;0;24,2122364;93,12398617;5,58743917;;;;
R1117;21-9-2015;11:18;58,0533115;6,237273875;0;0;0;0;0;0;20,79989527;0;1,89089957;13,23629699;24,58169441;3,78179914;;;;
R1117;22-9-2015;11:18;63,49580945;9,355910812;2,675270608;0;0,062863815;0;0;0;8,998792224;1,799758445;0;23,39685978;34,19541045;7,19903378;;;;
R1117;23-9-2015;11:18;1,814165984;0;1,337635304;0;0;0;0;0;0;0;0;0;1,575900644;1,575900644;;;;
R1117;24-9-2015;11:18;70,75247339;0;0;0;0;0;0;0;14,51332787;5,442497953;0;10,88499591;38,09748567;1,814165984;;;;
R1117;25-9-2015;11:18;23,5841578;9,355910812;0;0;0;0;0;0;10,29377144;0;0;2,058754288;20,58754288;0;;;;
R1117;29-9-2015;11:18;50,79664756;0;0;0;0;0;0;0;0;0;3,628331969;10,88499591;21,76999181;14,51332787;;;;
R1117;30-9-2015;11:18;112,478291;3,118636937;0;0;0;0;0;0;7,33948749;0;3,669743745;23,85333434;51,37641243;29,35794996;;;;
R1119;2-9-2015;11:23;88,89413323;6,237273875;0;0;0;0;0;0;9,32660854;1,865321708;0;44,76772099;37,30643416;1,865321708;;;;
R1119;3-9-2015;11:23;94,33663118;9,355910812;5,350541216;0;0;0;0;0;9,240939255;16,63369066;7,392751404;33,26738132;42,50832057;0;;;;
R1119;4-9-2015;11:23;74,38080536;3,118636937;0;0;0;0;0;0;12,91657372;0;0;27,67837225;36,90449633;0;;;;
R1119;7-9-2015;11:23;70,75247339;3,118636937;8,025811823;0;0;0;0;0;12,46257511;0;3,560735746;40,94846107;12,46257511;12,46257511;;;;
R1119;8-9-2015;11:23;38,09748567;3,118636937;4,012905912;0,39375;0;0;0;0;5,264166752;0;1,754722251;14,03777801;21,05666701;3,509444501;;;;
R1119;9-9-2015;11:23;56,23914551;0;4,012905912;0;0;0,136544856;0;0;12,07771926;0;0;20,70466158;20,70466158;6,901553861;;;;
R1119;10-9-2015;11:23;3,628331969;0;0;0,39375;0;0;0;0;2,681387979;0;0;0;1,34069399;0;;;;
R1119;11-9-2015;11:23;23,5841578;0;0;0;0;0;0;0;23,5841578;0;0;0;0;0;;;;
R1119;14-9-2015;11:23;101,5932951;6,237273875;0;0;0;0;0;0;18,59147741;3,718295483;3,718295483;46,47869353;31,6055116;3,718295483;;;;
R1119;15-9-2015;11:23;41,72581764;3,118636937;0;0;0;0;0;0;3,737037881;1,868518941;3,737037881;13,07963258;20,55370835;1,868518941;;;;
R1119;16-9-2015;11:23;30,84082173;24,9490955;4,012905912;0;0;0;0;0;10,67907556;2,135815112;0;14,95070579;32,03722668;0;;;;
R1119;17-9-2015;11:23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
R1119;18-9-2015;11:23;54,42497953;0;0;0;0;0;0;0;5,442497953;3,628331969;0;7,256663937;36,28331969;1,814165984;;;;
R1119;21-9-2015;11:23;97,96496315;18,71182162;2,675270608;0;0;0;0;0;19,25033151;0;0;55,82596139;36,57562988;7,700132605;;;;
R1119;22-9-2015;11:23;65,30997543;0;0;0;0;0;0;0;19,95582583;5,442497953;0;12,69916189;25,39832378;1,814165984;;;;
R1119;23-9-2015;11:23;243,0982419;12,47454775;4,012905912;0;0;0;0;0;42,34376594;1,841033302;16,56929972;81,00546528;106,7799315;11,04619981;;;;
R1119;24-9-2015;11:23;137,8766148;6,237273875;10,70108243;0;0;0;0;0;36,00348165;5,400522248;7,200696331;32,40313349;63,00609289;10,8010445;;;;
R1119;25-9-2015;11:23;150,5757767;0;13,37635304;0;0;0;0;0;19,39218739;1,762926126;8,814630631;35,25852252;88,14630631;10,57755676;;;;
R1119;28-9-2015;11:23;190,4874284;3,118636937;0;0;0;0,136544856;0;0;32,59221479;0;0;48,88832219;47,07764359;65,18442958;;;;
R1119;29-9-2015;11:23;87,07996725;3,118636937;2,675270608;0;0;0;0;0;27,31584553;3,642112737;0;16,38950732;36,42112737;9,105281842;;;;
R1119;30-9-2015;11:23;54,42497953;0;0;0;0;0;0;0;9,070829922;3,628331969;1,814165984;14,51332787;19,95582583;5,442497953;;;;
R1121;2-9-2015;11:28;70,75247339;9,355910812;0;0;0;0;0;0;9,536712405;0;1,907342481;32,42482218;32,42482218;3,814684962;;;;
R1121;3-9-2015;11:28;50,79664756;6,237273875;0;0;0;0;0;0;7,604522858;0;0;13,307915;36,12148358;0;;;;
R1121;4-9-2015;11:28;32,65498772;0;0;0;0;0;0;0;7,256663937;0;1,814165984;9,070829922;14,51332787;0;;;;
R1121;7-9-2015;11:28;154,2041087;15,59318469;0;0;0;0;0;0;49,05255141;0;0;60,37237097;58,48573438;1,886636593;;;;
R1121;8-9-2015;11:28;123,3632869;3,118636937;0;0;0;0;0;0;43,99371265;0;1,83307136;29,32914177;51,32599809;0;;;;
R1121;9-9-2015;11:28;175,9741005;15,59318469;1,337635304;0;0;0;0;0;9,364316528;1,872863306;0;50,56730925;125,4818415;5,618589917;;;;
R1121;10-9-2015;11:28;0;9,355910812;0;0;0;0;0;0;0;0;0;3,118636937;6,237273875;0;;;;
R1121;11-9-2015;11:28;45,35414961;12,47454775;1,337635304;0;0;0;0;0;25,63874415;1,972211089;0;3,944422177;27,61095524;0;;;;
R1121;14-9-2015;11:28;137,8766148;9,355910812;1,337635304;0,39375;0;0;0;0;38,6202732;0;1,839060629;51,4936976;51,4936976;5,517181886;;;;
R1121;15-9-2015;11:28;87,07996725;6,237273875;1,337635304;0;0;0;0;0;14,84782375;3,711955938;1,855977969;24,1277136;46,39944923;3,711955938;;;;
R1121;16-9-2015;11:28;145,1332787;18,71182162;1,337635304;0,7875;0;0;0;0;35,43184806;7,459336435;3,729668217;65,2691938;48,48568683;5,594502326;;;;
R1121;17-9-2015;11:28;128,8057849;3,118636937;0;0;0;0;0;0;25,65197091;1,832283636;3,664567273;51,30394182;43,97480727;5,496850909;;;;
