0 1 2 3 4 5 6 7 8
0 0.0410969045248 0.612385829006 6.73624411965 1e+27 1e+27 8.92615111332 1e+27 1e+27 1e+27
1 0.0286463644845 0.3397817657628 3.4990500310655 5e+26 5e+26 8.38665846541 5e+26 1e+27 1e+27
2 0.0161958244442 0.0671777025196 0.261855942481 0.583224599172 1.29733458936 7.8471658175 1272.59216971 1e+27 1e+27
3 0.0115777493281 0.232284279996 0.518172624627 0.168406102991 0.745967388879 4.86880970232 1e+27 1e+27 1e+27
4 0.010939401995 0.0738795774929 1.39632401481 0.310294225497 0.404953055291 2.35350148811 180.301990002 1e+27 1e+27
5 0.00945155087897 0.0333422074122 0.841400410689 0.529770628868 0.138276653029 4.82180792686 123.133066343 201.11734187 1e+27
6 0.0067291847897 0.0237737990976 0.673024931627 0.36239804011 0.2391033792 4.08377610132 182.500794758 397.4461756 1e+27
7 0.00568601234932 0.0168351513802 0.74194917161 0.352111471247 0.207414979547 0.808050229501 268.254180247 292.098996526 1e+27
8 0.00256997707165 0.0319995681879 0.29492385527 0.115820299438 0.187342562176 0.628931468721 147.759679611 80.446936748 1e+27
9 0.00168737540979 0.0463406273635 0.22825223905 0.1650439267 0.0687744405852 1.03324455576 69.2623498178 33.519557014 1e+27
10 0.00160617504563 0.0367322416259 0.158539732537 0.143676632617 0.0861569915059 0.593566021392 37.4954074722 27.7049399704 1e+27
11 0.00323046931849 0.078394629453 0.25647625683 0.203672321609 0.142160828678 0.840372238681 48.7734873176 73.0247492188 1e+27
12 0.00550270664101 0.136978966677 0.294664056193 0.337881451111 0.613868997099 16.7896652001 502.673910236 96.427408929 1e+27
13 0.00544163731741 0.115942239596 0.520173291134 0.283035467232 0.82885265431 12.7516444503 477.222063643 439.416040689 1e+27
14 0.00625225009216 0.219064849442 0.352221914775 0.211333148864 0.803349495716 9.52122785907 1781.6290376 136.707212659 1e+27
15 0.00612462786469 0.118962368571 0.528332872145 0.299388627553 0.852534158719 7.93435654855 178.162904894 205.060818988 1e+27
16 0.00495772181608 0.163250814134 0.33243802153 0.0983015655074 0.885836274294 5.59110564278 181.344384761 417.445238655 1e+27
17 0.00416961075141 0.0730719623289 0.286752094582 0.252341843229 0.341178883246 5.57294090936 170.64304242 61.7274914302 1e+27
18 0.00445121620532 0.0914204559175 0.194511608345 0.151108191599 0.237542688059 6.05703111519 129.531704166 139.148412885 1e+27
19 0.00914453550866 0.135777155355 0.400966911914 0.161395486556 0.806451231221 2.24204737542 318.148043694 58.588805554 1e+27
20 0.0124260118765 0.118874896244 0.412423109399 0.421015257515 0.546464482551 6.69461333713 182.212061191 115.346710892 1e+27
21 0.0118353886244 0.207166237825 0.795518353209 0.451999064342 0.624999704196 15.8120391164 657.505961326 151.354414015 1e+27
22 0.0119765694901 0.255806738745 0.962320588551 0.331290694442 0.55947554166 6.98568348128 286.333240789 1e+27 1e+27
23 0.0140229952924 0.268756200419 0.947045658632 0.602665419098 0.670289537797 8.78446618 657.505954353 454.063242046 1e+27
24 0.00991483874569 0.24859948539 0.641547059074 0.305968597402 0.616666374807 7.18729050961 164.376489896 113.515810511 1e+27
25 0.0081730092221 0.16297364806 0.842030515002 0.325947296124 0.479550464261 6.17964308007 222.703631275 92.2773685447 1e+27
26 0.00581939597134 0.160386764763 0.272171479608 0.215559811848 0.354018421811 2.93462502349 83.5138618848 123.036491573 1e+27
27 0.00715390560313 0.194314734235 0.234985260008 0.202087323606 0.370046814945 1.28536576018 105.491193722 230.693421362 1e+27
28 0.0106958763712 0.272437792196 0.296835206428 0.28011209622 0.330356986495 3.43739980749 246.564732882 454.063242046 1e+27
29 0.0142258515666 0.439320268704 0.54618195569 0.50521830897 0.757999120958 10.7113813396 182.212062245 65.9124061723 1e+27
30 0.017349292031 0.367431497468 0.721740441416 0.51817262461 0.712059780294 20.0838400221 334.055446321 230.693421362 1e+27
31 0.0220604428535 0.575505450042 1.2229490813 0.752584050063 0.812571619975 11.9669278717 121.2939419 223.369820684 1e+27
32 0.0216010786063 0.389959977078 0.994397941537 0.258285179625 0.856481076121 13.1766992653 246.564733863 227.031621023 1e+27
33 0.0159137380397 0.387800834203 1.03930623563 0.499666459487 0.90184117163 12.911040008 368.142738157 197.73721831 1e+27
34 0.011624199676 0.206211554697 0.492895911225 0.17272420819 0.573121286552 4.46307555698 154.179436701 461.386842724 1e+27
