Trip;Date;Departure;AZU;Heidelberglaan;Padualaan;De Kromme Rijn;Stadion Galgenwaard;Bleekstraat;CS Centrumzijde;AZU;Heidelberglaan;Padualaan;De Kromme Rijn;Stadion Galgenwaard;Bleekstraat;CS Centrumzijde
R1106;23-9-2015;11:17;6,841166931;24,59202717;5,245559056;1,100079145;0,980366292;0;0;0;0;2,153288811;0;0;8,613155244;27,99275454
R1106;24-9-2015;11:17;2,280388977;15,64947184;5,245559056;2,200158289;0;1,850455402;0;0;0;0;0;0;1,944716683;25,28131688
R1106;25-9-2015;11:17;4,560777954;31,29894368;15,73667717;6,600474868;1,960732585;3,700910804;0;0;0;0;0;0;1,878191678;61,98032538
R1106;28-9-2015;11:17;4,560777954;17,88511067;5,245559056;0;0;6,476593907;0;0;0;0;0;0;3,596635957;30,57140563
R1106;29-9-2015;11:17;25,08427875;15,64947184;0;4,400316579;1,960732585;4,626138505;0;0;0;0;0;1,783480629;10,70088378;39,23657385
R1106;30-9-2015;11:17;38,76661261;24,59202717;0;2,200158289;1,960732585;3,700910804;0;0;0;0;0;0;0;71,22044146
R1108;2-9-2015;11:22;0;26,82766601;62,94670868;3,300237434;0,980366292;7,401821609;0;0;0;0;0;0;6,341050001;95,11575002
R1108;3-9-2015;11:22;9,121555908;46,94841551;15,73667717;1,100079145;0;7,401821609;0;0;0;0;4,015427467;2,007713734;6,023141201;68,26226694
R1108;8-9-2015;11:22;4,560777954;49,18405435;15,73667717;1,100079145;0,980366292;12,95318781;0;0;0;0;0;1,837285711;1,837285711;80,8405713
R1108;9-9-2015;11:22;4,560777954;22,35638834;23,60501575;2,200158289;1,960732585;6,476593907;0;0;0;0;0;0;1,911239588;59,24842724
R1108;10-9-2015;11:22;0;0;5,245559056;12,10087059;0;3,700910804;0;0;0;0;0;0;4,952315401;16,09502505
R1108;11-9-2015;11:22;4,560777954;11,17819417;10,49111811;3,300237434;0;2,775683103;0;0;0;0;0;1,900353575;0;30,4056572
R1108;14-9-2015;11:22;2,280388977;60,36224852;0;1,100079145;1,960732585;0;0;0;0;0;2,119466104;10,59733052;6,358398312;46,62825429
R1108;15-9-2015;11:22;2,280388977;76,01172036;18,3594567;5,500395724;0;13,87841552;0;0;0;0;0;0;7,485830792;108,5445465
R1108;16-9-2015;11:22;9,121555908;6,706916502;15,73667717;2,200158289;0;6,476593907;0;0;0;0;0;0;1,829177353;38,41272442
R1108;17-9-2015;11:22;4,560777954;55,89097085;15,73667717;2,200158289;2,941098877;13,87841552;0;0;0;0;0;0;10,77827532;84,42982334
R1108;18-9-2015;11:22;9,121555908;26,82766601;28,85057481;1,100079145;3,921465169;8,32704931;0;0;3,812116602;0;0;0;3,812116602;70,52415714
R1108;21-9-2015;11:22;4,560777954;31,29894368;13,11389764;1,100079145;0;6,476593907;0;0;0;0;1,95001008;1,95001008;1,95001008;50,70026208
R1108;22-9-2015;11:22;13,68233386;22,35638834;76,06060632;2,200158289;1,960732585;0,925227701;0;0;0;0;2,343708942;2,343708942;7,031126826;105,4669024
R1108;23-9-2015;11:22;0;29,06330484;49,83281103;0;0,980366292;5,551366206;0;0;0;0;0;4,380915301;8,761830603;72,28510247
R1108;24-9-2015;11:22;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R1108;25-9-2015;11:22;11,40194488;35,77022134;7,868338584;13,20094974;0;0;0;0;0;0;5,686787879;1,89559596;1,89559596;58,76347475
R1108;28-9-2015;11:22;4,560777954;20,12074951;23,60501575;0;0;0;0;0;0;2,414327161;2,414327161;0;2,414327161;41,04356173
R1108;29-9-2015;11:22;4,560777954;17,88511067;39,34169292;1,100079145;1,960732585;6,476593907;0;0;0;0;0;2,037856777;4,075713553;65,21141685
R1108;30-9-2015;11:22;25,08427875;58,12660968;65,5694882;1,100079145;1,960732585;2,775683103;0;0;0;0;0;2,273777522;2,273777522;150,0693164
R1110;2-9-2015;11:27;11,40194488;38,00586018;91,79728348;1,100079145;0,980366292;0;0;0;0;0;0;2,428568373;12,14284186;128,7141237
R1110;3-9-2015;11:27;2,280388977;29,06330484;76,06060632;2,200158289;1,960732585;5,551366206;0;0;0;0;0;0;6,629239088;110,4873181
R1110;4-9-2015;11:27;2,280388977;53,65533202;18,3594567;25,30182033;0,980366292;17,57932632;0;0;0;0;0;0;6,301690167;111,8550005
R1110;7-9-2015;11:27;9,121555908;38,00586018;78,68338584;4,400316579;0;3,700910804;0;0;0;0;9,078781648;9,078781648;4,539390824;111,2150752
R1110;8-9-2015;11:27;2,280388977;11,17819417;23,60501575;1,100079145;2,941098877;4,626138505;0;0;0;0;0;0;1,905454809;43,82546062
R1110;9-9-2015;11:27;6,841166931;20,12074951;44,58725198;0;0;11,10273241;0;0;0;0;0;0;8,063600081;74,58830075
R1110;10-9-2015;11:27;6,841166931;51,41969318;18,3594567;0;1,960732585;5,551366206;0;0;0;6,15603041;0;2,052010137;4,104020273;71,82035478
R1110;11-9-2015;11:27;4,560777954;44,71277668;13,11389764;3,300237434;1,960732585;28,68205873;0;0;0;0;0;1,529055254;6,116221018;88,68520475
R1110;14-9-2015;11:27;0;8,942555336;36,71891339;0;0,980366292;4,626138505;0;0;0;0;0;0;0;51,26797353
R1110;15-9-2015;11:27;6,841166931;26,82766601;28,85057481;2,200158289;2,941098877;12,02796011;0;0;0;3,622210229;0;0;5,433315343;70,63309946
R1110;16-9-2015;11:27;13,68233386;35,77022134;20,98223623;0;4,901831461;6,476593907;0;0;0;0;0;3,895867467;5,8438012;72,07354813
R1110;17-9-2015;11:27;4,560777954;29,06330484;20,98223623;0;0;9,252277011;0;0;0;0;1,935108971;1,935108971;1,935108971;58,05326912
R1110;18-9-2015;11:27;11,40194488;51,41969318;23,60501575;0;1,960732585;0,925227701;0;0;2,232815353;0;0;0;0;87,07979875
R1110;21-9-2015;11:27;6,841166931;13,413833;15,73667717;0;0;13,87841552;0;0;0;0;0;0;4,987009262;44,88308336
R1110;22-9-2015;11:27;4,560777954;22,35638834;60,32392915;0;0,980366292;12,95318781;0;0;0;0;0;0;4,046985982;97,12766357
R1110;23-9-2015;11:27;9,121555908;26,82766601;15,73667717;4,400316579;2,941098877;10,17750471;0;0;0;0;0;5,190361444;5,190361444;58,82409636
R1110;24-9-2015;11:27;11,40194488;8,942555336;20,98223623;1,100079145;0,980366292;0,925227701;0;0;0;0;0;0;4,433240958;39,89916863
R1110;25-9-2015;11:27;6,841166931;26,82766601;2,622779528;0;2,941098877;9,252277011;0;0;0;0;0;1,67189615;0;46,8130922
R1110;28-9-2015;11:27;9,121555908;35,77022134;52,45559056;1,100079145;0;6,476593907;0;0;0;0;0;4,371835036;13,11550511;87,43670072
R1110;29-9-2015;11:27;4,560777954;11,17819417;28,85057481;15,40110803;0,980366292;6,476593907;0;0;0;0;0;1,686190379;6,744761516;59,01666326
R1110;30-9-2015;11:27;2,280388977;40,24149901;15,73667717;0;0;2,775683103;0;0;0;0;0;0;2,179794581;58,85445368
R1112;2-9-2015;11:32;11,40194488;0;15,73667717;2,200158289;0;11,10273241;0;0;0;0;0;1,61766051;1,61766051;37,20619174
R1112;3-9-2015;11:32;13,68233386;17,88511067;10,49111811;0;0;8,32704931;0;0;0;0;1,866133776;1,866133776;1,866133776;44,78721063
R1112;4-9-2015;11:32;13,68233386;22,35638834;36,71891339;1,100079145;3,921465169;26,83160333;0;0;0;1,634543488;1,634543488;1,634543488;4,903630464;94,80352231
R1112;7-9-2015;11:32;34,20583465;0;0;0;0;0;0;0;0;18,24311182;15,96272284;0;0;0
R1112;8-9-2015;11:32;4,560777954;29,06330484;23,60501575;9,900712302;4,901831461;15,72887092;0;0;0;0;0;1,595645695;3,19129139;82,97357615
R1112;9-9-2015;11:32;4,560777954;15,64947184;49,83281103;0;1,960732585;4,626138505;0;0;0;0;0;0;4,378853252;72,25107866
R1112;10-9-2015;11:32;11,40194488;26,82766601;26,22779528;2,200158289;5,882197754;9,252277011;0;0;0;0;0;0;3,635201743;78,15683748
R1112;11-9-2015;11:32;6,841166931;64,83352619;62,94670868;0;0;0;0;0;0;0;2,403953603;4,807907207;4,807907207;122,6016338
R1112;14-9-2015;11:32;11,40194488;44,71277668;13,11389764;0;0,980366292;3,700910804;0;0;0;0;10,55855661;2,111711323;14,78197926;46,4576491
R1112;15-9-2015;11:32;6,841166931;11,17819417;49,83281103;1,100079145;0,980366292;24,98114793;0;0;0;0;0;0;5,084666009;89,82909949
R1112;16-9-2015;11:32;9,121555908;15,64947184;15,73667717;2,200158289;1,960732585;24,98114793;0;0;1,451036327;0;2,902072655;0;1,451036327;63,84559841
R1112;17-9-2015;11:32;11,40194488;0;28,85057481;1,100079145;3,921465169;9,252277011;0;0;0;0;0;0;1,758914226;52,76742679
R1112;18-9-2015;11:32;0;20,12074951;26,22779528;0;0,980366292;9,252277011;0;0;0;0;0;0;1,886039603;54,69514849
R1112;21-9-2015;11:32;0;20,12074951;15,73667717;0;0,980366292;17,57932632;0;0;0;0;0;0;1,554774837;52,86234445
R1112;22-9-2015;11:32;9,121555908;15,64947184;13,11389764;2,200158289;0;0;0;0;0;2,226949093;0;6,680847279;2,226949093;28,95033821
R1112;23-9-2015;11:32;6,841166931;58,12660968;23,60501575;0;4,901831461;21,28023712;0;0;0;0;0;1,738710014;5,216130043;107,8000209
R1112;24-9-2015;11:32;50,16855749;20,12074951;52,45559056;5,500395724;5,882197754;9,252277011;0;0;0;15,93108534;25,88801368;1,991385667;5,974157002;93,59512637
R1112;25-9-2015;11:32;9,121555908;35,77022134;10,49111811;2,200158289;0,980366292;20,35500942;0;0;0;0;0;1,610580191;1,610580191;75,69726899
R1112;28-9-2015;11:32;132,2625607;0;0;0;0,980366292;4,626138505;0;0;0;0;0;6,462612443;6,462612443;124,9438406
R1112;29-9-2015;11:32;9,121555908;29,06330484;18,3594567;3,300237434;1,960732585;20,35500942;0;0;0;0;0;1,610986214;1,610986214;78,93832446
R1112;30-9-2015;11:32;38,76661261;51,41969318;47,21003151;0;0,980366292;2,775683103;0;0;0;0;0;2,276651398;0;138,8757353
R1114;2-9-2015;11:37;0;42,47713785;65,5694882;1,100079145;0;0,925227701;0;0;0;0;0;4,785736213;2,392868106;102,8933286
R1114;3-9-2015;11:37;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R1114;4-9-2015;11:37;2,280388977;29,06330484;2,622779528;2,200158289;0;10,17750471;0;0;0;0;0;0;1,655147727;44,68898862
R1114;7-9-2015;11:37;2,280388977;33,53458251;13,11389764;1,100079145;0,980366292;10,17750471;0;0;0;0;1,799612332;0;7,198449327;52,18875762
R1114;8-9-2015;11:37;2,280388977;8,942555336;20,98223623;13,20094974;0,980366292;1,850455402;0;0;0;0;0;1,722748285;0;46,51420368
R1114;9-9-2015;11:37;2,280388977;35,77022134;36,71891339;2,200158289;1,960732585;8,32704931;0;0;0;0;0;1,983124179;5,949372538;79,32496718
R1114;10-9-2015;11:37;2,280388977;11,17819417;18,3594567;1,100079145;1,960732585;0,925227701;0;0;0;0;0;2,10612231;4,21224462;29,48571234
R1114;11-9-2015;11:37;15,96272284;42,47713785;0;0;2,941098877;16,65409862;0;0;0;0;0;1,660320387;3,320640774;73,05409702
R1114;14-9-2015;11:37;0;33,53458251;23,60501575;1,100079145;0,980366292;9,252277011;0;0;0;0;0;1,902008909;0;66,5703118
R1114;15-9-2015;11:37;4,560777954;22,35638834;23,60501575;0;0;0;0;0;0;0;0;2,405818193;2,405818193;45,71054566
R1114;16-9-2015;11:37;6,841166931;15,64947184;5,245559056;1,100079145;0;5,551366206;0;0;0;0;0;0;0;34,38764318
R1114;17-9-2015;11:37;9,121555908;51,41969318;13,11389764;0;2,941098877;12,95318781;0;0;0;0;0;1,827539458;9,137697288;78,58419668
R1114;18-9-2015;11:37;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R1114;21-9-2015;11:37;9,121555908;11,17819417;7,868338584;0;0;12,02796011;0;0;0;0;1,607841951;0;3,215683902;35,37252292
R1114;22-9-2015;11:37;6,841166931;24,59202717;49,83281103;2,200158289;3,921465169;10,17750471;0;0;0;0;1,951302666;0;11,707816;83,90601465
R1114;23-9-2015;11:37;13,68233386;53,65533202;10,49111811;1,100079145;0,980366292;12,95318781;0;0;0;0;3,71449669;0;3,71449669;85,43342386
R1114;24-9-2015;11:37;4,560777954;20,12074951;20,98223623;1,100079145;3,921465169;6,476593907;0;0;0;0;1,84393232;3,687864639;5,531796959;46,09830799
R1114;25-9-2015;11:37;9,121555908;53,65533202;18,3594567;0;0;9,252277011;0;0;0;0;0;0;4,017272072;86,37134956
R1114;28-9-2015;11:37;25,08427875;78,24735919;39,34169292;1,100079145;0,980366292;24,98114793;0;0;0;0;1,885943602;0;1,885943602;165,963037
R1114;29-9-2015;11:37;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R1114;30-9-2015;11:37;59,2901134;31,29894368;26,22779528;2,200158289;0;29,60728643;0;0;0;0;0;0;1,76933687;146,8549602
R1116;2-9-2015;11:41;6,841166931;42,47713785;39,34169292;0;0,980366292;3,700910804;0;0;0;0;0;0;15,55687913;77,78439566
R1116;3-9-2015;11:41;0;0;0;0;0,980366292;16,65409862;0;0;0;0;0;0;0;17,63446491
R1116;4-9-2015;11:41;77,53322522;60,36224852;73,43782679;2,200158289;0;0;0;0;0;42,23738746;37,54434441;0;11,73260763;122,0191193
R1116;7-9-2015;11:41;2,280388977;15,64947184;15,73667717;0;0;2,775683103;0;0;0;0;0;0;4,287320128;32,15490096
R1116;8-9-2015;11:41;0;6,706916502;10,49111811;4,400316579;1,960732585;28,68205873;0;0;0;0;0;0;0;52,24114251
R1116;9-9-2015;11:41;2,280388977;42,47713785;10,49111811;0;0;0;0;0;0;0;0;2,302026872;0;52,94661806
R1116;10-9-2015;11:41;13,68233386;22,35638834;18,3594567;2,200158289;0;5,551366206;0;0;0;0;0;0;6,014487425;56,13521597
R1116;11-9-2015;11:41;0;0;23,60501575;4,400316579;0;2,775683103;0;0;0;0;0;0;1,923813465;28,85720197
R1116;14-9-2015;11:41;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R1116;15-9-2015;11:41;2,280388977;6,706916502;18,3594567;1,100079145;0;0;0;0;0;2,37057011;0;2,37057011;2,37057011;21,33513099
R1116;16-9-2015;11:41;2,280388977;38,00586018;13,11389764;3,300237434;1,960732585;11,10273241;0;0;0;0;0;5,232288692;1,744096231;62,7874643
R1116;17-9-2015;11:41;13,68233386;24,59202717;36,71891339;1,100079145;2,941098877;11,10273241;0;0;0;0;0;0;15,34249955;74,79468531
R1116;18-9-2015;11:41;9,121555908;8,942555336;7,868338584;0;3,921465169;11,10273241;0;0;0;0;0;0;6,067651468;34,88899594
R1116;21-9-2015;11:41;2,280388977;33,53458251;2,622779528;2,200158289;0;3,700910804;0;0;0;0;3,855549575;1,927774787;0;38,55549575
R1116;22-9-2015;11:41;15,96272284;2,235638834;0;0;0;0;0;0;0;0;0;6,824385627;0;11,37397605
R1116;23-9-2015;11:41;0;6,706916502;13,11389764;0;4,901831461;6,476593907;0;0;0;0;0;0;1,559961976;29,63927754
R1116;24-9-2015;11:41;2,280388977;31,29894368;7,868338584;0;0;6,476593907;0;0;0;0;0;0;0;47,92426514
R1116;25-9-2015;11:41;0;2,235638834;0;0;0;0;0;0;0;2,235638834;0;0;0;0
R1116;29-9-2015;11:41;25,08427875;11,17819417;31,47335434;1,100079145;2,941098877;27,75683103;0;0;0;0;0;0;3,210768913;96,32306739
R1116;30-9-2015;11:41;4,560777954;15,64947184;2,622779528;0;0,980366292;13,87841552;0;0;0;0;0;0;1,449685043;36,24212608
R1118;2-9-2015;11:46;6,841166931;22,35638834;34,09613387;2,200158289;2,941098877;22,20546483;0;0;0;0;0;0;3,29601495;87,34439618
R1118;3-9-2015;11:46;22,80388977;84,95427569;15,73667717;0;9,803662923;17,57932632;0;0;0;0;1,817805203;3,635610407;9,089026016;136,3353902
R1118;4-9-2015;11:46;0;89,42555336;62,94670868;3,300237434;0;18,50455402;0;0;0;2,002035098;2,002035098;6,006105293;10,01017549;154,1567025
R1118;7-9-2015;11:46;0;35,77022134;36,71891339;0;0,980366292;7,401821609;0;0;0;0;0;2,073623657;4,147247315;74,65045167
R1118;8-9-2015;11:46;2,280388977;42,47713785;31,47335434;2,200158289;1,960732585;9,252277011;0;0;0;1,948783675;1,948783675;0;1,948783675;83,79769802
R1118;9-9-2015;11:46;4,560777954;53,65533202;18,3594567;0;0,980366292;7,401821609;0;0;0;0;0;0;8,091214721;76,86653985
R1118;10-9-2015;11:46;9,121555908;35,77022134;26,22779528;1,100079145;2,941098877;6,476593907;0;0;0;0;0;1,991154743;3,982309486;75,66388023
R1118;11-9-2015;11:46;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R1118;14-9-2015;11:46;11,40194488;49,18405435;41,96447245;2,200158289;2,941098877;9,252277011;0;0;0;0;6,048827889;4,032551926;10,08137982;96,78124623
R1118;15-9-2015;11:46;6,841166931;24,59202717;7,868338584;5,500395724;2,941098877;3,700910804;0;0;0;0;0;0;1,7739289;49,67000919
R1118;16-9-2015;11:46;0;84,95427569;47,21003151;0;0;0;0;0;0;0;0;2,360076914;9,440307657;120,3639226
R1118;17-9-2015;11:46;6,841166931;46,94841551;60,32392915;0;0;0;0;0;0;2,427947055;2,427947055;7,283841165;2,427947055;99,54582926
R1118;18-9-2015;11:46;6,841166931;24,59202717;26,22779528;0;4,901831461;17,57932632;0;0;0;0;0;1,669628066;3,339256132;75,13326297
R1118;21-9-2015;11:46;0;20,12074951;34,09613387;2,200158289;2,941098877;6,476593907;0;0;0;0;0;0;0;65,83473445
R1118;22-9-2015;11:46;6,841166931;24,59202717;18,3594567;0;0;6,476593907;0;0;0;0;0;2,009615882;4,019231765;50,24039706
R1118;23-9-2015;11:46;0;35,77022134;20,98223623;2,200158289;6,862564046;20,35500942;0;0;0;3,13346143;0;3,13346143;3,13346143;76,76980504
R1118;24-9-2015;11:46;2,280388977;29,06330484;13,11389764;1,100079145;1,960732585;4,626138505;0;0;0;0;0;0;9,65639661;42,48814508
R1118;25-9-2015;11:46;9,121555908;158,7303572;13,11389764;3,300237434;5,882197754;12,02796011;0;0;0;0;0;1,982119667;5,946359002;194,2477274
R1118;28-9-2015;11:46;25,08427875;24,59202717;23,60501575;1,100079145;1,960732585;9,252277011;0;0;0;0;3,890655019;3,890655019;3,890655019;73,92244536
R1118;29-9-2015;11:46;6,841166931;26,82766601;7,868338584;2,200158289;4,901831461;12,02796011;0;0;0;0;0;0;4,789509583;55,8776118
R1118;30-9-2015;11:46;152,7860615;87,18991453;0;0;4,901831461;6,476593907;0;0;0;4,260244091;0;2,130122045;2,130122045;242,8339132
R1120;2-9-2015;11:51;6,841166931;60,36224852;47,21003151;0;1,960732585;27,75683103;0;0;0;1,801637632;0;0;5,404912896;136,92446
R1120;3-9-2015;11:51;2,280388977;82,71863686;57,70114962;1,100079145;0;12,02796011;0;0;0;2,105786685;0;4,211573371;10,52893343;138,9819212
R1120;4-9-2015;11:51;20,52350079;84,95427569;36,71891339;9,900712302;1,960732585;0,925227701;0;0;0;0;2,12305976;2,12305976;14,86141832;135,8758246
R1120;7-9-2015;11:51;15,96272284;67,06916502;47,21003151;2,200158289;1,960732585;5,551366206;0;0;2,153141176;0;0;6,459423528;2,153141176;129,1884706
R1120;8-9-2015;11:51;11,40194488;11,17819417;2,622779528;1,100079145;0,980366292;12,95318781;0;0;0;0;0;1,490242661;1,490242661;37,25606651
R1120;9-9-2015;11:51;2,280388977;89,42555336;39,34169292;1,100079145;2,941098877;21,28023712;0;0;0;0;0;7,535857851;5,651893388;143,1812992
R1120;10-9-2015;11:51;0;35,77022134;23,60501575;2,200158289;2,941098877;3,700910804;0;0;0;0;0;0;2,006394267;66,2110108
R1120;11-9-2015;11:51;15,96272284;254,8628271;20,98223623;0;1,960732585;1,850455402;0;0;0;0;0;4,445398107;28,8950877;262,2784883
R1120;14-9-2015;11:51;6,841166931;38,00586018;47,21003151;0;0,980366292;9,252277011;0;0;2,087544937;0;0;2,087544937;2,087544937;96,02706711
R1120;15-9-2015;11:51;4,560777954;44,71277668;26,22779528;12,10087059;2,941098877;12,95318781;0;0;0;0;0;1,724941787;12,07459251;89,69697291
R1120;16-9-2015;11:51;4,560777954;35,77022134;36,71891339;1,100079145;0;6,476593907;0;0;0;0;0;2,115664644;8,462658574;74,04826253
R1120;17-9-2015;11:51;2,280388977;40,24149901;49,83281103;1,100079145;0;2,775683103;0;0;0;0;0;2,291201459;18,32961167;75,60964814
R1120;18-9-2015;11:51;22,80388977;93,89683103;31,47335434;4,400316579;2,941098877;8,32704931;0;0;0;0;2,048031749;2,048031749;14,33622224;145,4102542
R1120;21-9-2015;11:51;15,96272284;38,00586018;39,34169292;0;0;2,775683103;0;0;0;0;0;9,151043718;4,575521859;82,35939346
R1120;22-9-2015;11:51;20,52350079;38,00586018;13,11389764;1,100079145;4,901831461;0,925227701;0;0;2,067642024;0;2,067642024;4,135284048;4,135284048;66,16454477
R1120;23-9-2015;11:51;9,121555908;49,18405435;34,09613387;3,300237434;1,960732585;17,57932632;0;0;0;0;0;0;9,146193687;106,0958468
R1120;24-9-2015;11:51;9,121555908;71,54044269;28,85057481;0;2,941098877;11,10273241;0;0;0;0;0;1,992845237;1,992845237;119,5707142
R1120;25-9-2015;11:51;11,40194488;116,2532194;15,73667717;1,100079145;0,980366292;18,50455402;0;0;0;0;3,858278609;1,929139304;11,57483583;146,6145871
R1120;28-9-2015;11:51;11,40194488;33,53458251;15,73667717;1,100079145;0,980366292;8,32704931;0;0;0;0;0;0;3,842199963;67,23849935
R1120;29-9-2015;11:51;9,121555908;29,06330484;23,60501575;0;0;9,252277011;0;0;0;0;0;1,973393153;0;69,06876036
R1120;30-9-2015;11:51;9,121555908;20,12074951;65,5694882;0;0,980366292;4,626138505;0;0;0;0;0;0;9,128936219;91,28936219
R1122;2-9-2015;11:56;9,121555908;53,65533202;18,3594567;0;1,960732585;15,72887092;0;0;1,83011015;0;1,83011015;0;5,490330451;89,67539737
R1122;3-9-2015;11:56;4,560777954;33,53458251;41,96447245;0;3,921465169;0,925227701;0;0;0;0;0;0;2,234382257;82,67214353
R1122;4-9-2015;11:56;72,97244726;22,35638834;15,73667717;3,300237434;1,960732585;3,700910804;0;0;0;6,317231242;0;0;10,52871874;103,1814436
R1122;7-9-2015;11:56;20,52350079;20,12074951;20,98223623;0;1,960732585;9,252277011;0;0;0;0;0;3,83365769;19,16828845;49,83754998
R1122;8-9-2015;11:56;11,40194488;26,82766601;23,60501575;1,100079145;3,921465169;2,775683103;0;0;0;0;0;2,047995708;6,143987123;61,43987123
R1122;9-9-2015;11:56;2,280388977;51,41969318;28,85057481;2,200158289;2,941098877;2,775683103;0;0;0;2,10389761;0;2,10389761;6,311692831;79,94810919
R1122;10-9-2015;11:56;13,68233386;33,53458251;55,07837009;1,100079145;0;4,626138505;0;0;0;0;0;0;18,00358402;90,01792009
R1122;11-9-2015;11:56;6,841166931;44,71277668;18,3594567;6,600474868;0,980366292;9,252277011;0;0;0;0;0;0;14,76536485;71,98115363
R1122;14-9-2015;11:56;36,48622363;78,24735919;44,58725198;2,200158289;2,941098877;7,401821609;0;0;0;0;6,365330132;4,243553422;14,85243698;146,402593
R1122;15-9-2015;11:56;13,68233386;31,29894368;28,85057481;5,500395724;0;1,850455402;0;0;0;2,136386933;0;0;4,272773867;74,77354267
R1122;16-9-2015;11:56;11,40194488;78,24735919;18,3594567;1,100079145;3,921465169;0;0;0;0;2,173659713;0;6,52097914;6,52097914;97,81468709
R1122;17-9-2015;11:56;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R1122;18-9-2015;11:56;0;91,66119219;10,49111811;0;1,960732585;5,551366206;0;0;0;0;0;0;4,138279589;105,5261295
R1122;21-9-2015;11:56;38,76661261;71,54044269;26,22779528;0;0,980366292;8,32704931;0;0;0;0;2,113656032;2,113656032;14,79559222;126,8193619
R1122;22-9-2015;11:56;0;29,06330484;44,58725198;0;1,960732585;2,775683103;0;0;0;0;0;0;4,479255572;73,90771694
R1122;23-9-2015;11:56;25,08427875;107,310664;47,21003151;5,500395724;1,960732585;7,401821609;0;0;0;0;0;12,68269071;12,68269071;169,1025428
R1122;24-9-2015;11:56;25,08427875;31,29894368;13,11389764;2,200158289;1,960732585;3,700910804;0;0;0;0;2,035761098;2,035761098;6,107283295;67,18011625
R1122;25-9-2015;11:56;6,841166931;60,36224852;28,85057481;1,100079145;0,980366292;5,551366206;0;0;0;2,116036773;0;4,232073547;6,34811032;90,98958126
R1122;28-9-2015;11:56;47,88816852;22,35638834;0;0;2,941098877;5,551366206;0;0;0;0;0;3,936851097;3,936851097;70,86331974
R1122;29-9-2015;11:56;6,841166931;44,71277668;34,09613387;1,100079145;3,921465169;4,626138505;0;0;0;0;0;2,071690441;4,143380882;89,08268897
R1122;30-9-2015;11:56;319,2544568;0;0;0;0,980366292;1,850455402;0;0;0;36,03751367;42,79454749;15,76641223;11,26172302;216,225082
R1124;2-9-2015;12:00;2,280388977;44,71277668;13,11389764;1,100079145;4,901831461;24,98114793;0;0;0;0;0;0;4,63170111;86,45842072
R1124;3-9-2015;12:00;11,40194488;60,36224852;44,58725198;1,100079145;0;0;0;0;0;0;0;0;4,698060981;112,7534635
R1124;4-9-2015;12:00;0;0;0;0;1,960732585;8,32704931;0;0;0;0;0;0;0;10,28778189
R1124;7-9-2015;12:00;4,560777954;8,942555336;10,49111811;1,100079145;0,980366292;3,700910804;0;0;0;0;0;0;1,860987978;27,91481967
R1124;8-9-2015;12:00;9,121555908;55,89097085;23,60501575;2,200158289;1,960732585;0;0;0;0;2,209010319;0;0;4,418020637;86,15140243
R1124;9-9-2015;12:00;9,121555908;80,48299802;39,34169292;2,200158289;4,901831461;8,32704931;0;0;0;0;0;0;4,066909462;140,3083765
R1124;10-9-2015;12:00;11,40194488;24,59202717;31,47335434;1,100079145;1,960732585;4,626138505;0;0;0;0;2,087618795;0;2,087618795;70,97903904
R1124;11-9-2015;12:00;6,841166931;38,00586018;31,47335434;1,100079145;2,941098877;31,45774184;0;0;0;0;0;1,59741859;3,19483718;107,0270455
R1124;14-9-2015;12:00;11,40194488;17,88511067;20,98223623;0;0;4,626138505;0;0;0;0;0;2,111362703;2,111362703;50,67270488
R1124;15-9-2015;12:00;9,121555908;49,18405435;18,3594567;1,100079145;2,941098877;12,02796011;0;0;0;1,854684102;0;3,709368204;3,709368204;83,46078458
R1124;16-9-2015;12:00;9,121555908;69,30480385;7,868338584;0;0;0;0;0;0;2,270913114;0;9,083652457;2,270913114;72,66921966
R1124;17-9-2015;12:00;9,121555908;0;0;1,100079145;5,882197754;0;0;0;0;0;0;0;1,463984801;14,63984801
R1124;18-9-2015;12:00;27,36466772;84,95427569;34,09613387;6,600474868;5,882197754;8,32704931;0;0;0;0;1,990771419;3,981542838;11,94462852;149,3078564
R1124;21-9-2015;12:00;27,36466772;46,94841551;15,73667717;0;2,941098877;6,476593907;0;0;0;0;0;2,029948024;6,089844073;91,34766109
R1124;22-9-2015;12:00;11,40194488;40,24149901;28,85057481;0;0;17,57932632;0;0;0;0;0;1,850440472;5,551321417;90,67158314
R1124;23-9-2015;12:00;2,280388977;29,06330484;13,11389764;0;2,941098877;0,925227701;0;0;0;0;0;2,101039915;4,202079829;42,02079829
R1124;24-9-2015;12:00;15,96272284;40,24149901;36,71891339;1,100079145;3,921465169;17,57932632;0;0;0;0;3,667428758;3,667428758;1,833714379;106,355434
R1124;25-9-2015;12:00;6,841166931;82,71863686;31,47335434;1,100079145;3,921465169;8,32704931;0;0;0;0;0;2,036087148;10,18043574;122,1652289
